symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2020-04-28,138324,93340,67.48
ADANIPORTS,EQ,2020-04-28,1808291,659309,36.46
BEL,EQ,2020-04-28,4712408,993208,21.08
BOSCHLTD,EQ,2020-04-28,42651,12866,30.17
CUMMINSIND,EQ,2020-04-28,2175035,862493,39.65
DIXON,EQ,2020-04-28,38342,15460,40.32
DLF,EQ,2020-04-28,10118659,1802259,17.81
HAL,EQ,2020-04-28,29684,19248,64.84
HINDALCO,EQ,2020-04-28,13489959,3411156,25.29
INDHOTEL,EQ,2020-04-28,2926315,2372585,81.08
INDIGO,EQ,2020-04-28,2908425,552326,18.99
LT,EQ,2020-04-28,3773038,1582742,41.95
MANAPPURAM,EQ,2020-04-28,24696014,4272707,17.30
MARUTI,EQ,2020-04-28,1172062,348077,29.70
PGEL,EQ,2020-04-28,12027,6372,52.98
SBIN,EQ,2020-04-28,49590249,16604968,33.48
SBIN,N2,2020-04-28,133,133,100.00
SBIN,N5,2020-04-28,1377,1314,95.42
SBIN,N6,2020-04-28,7,4,57.14
SUZLON,EQ,2020-04-28,9823144,4746630,48.32
TRENT,EQ,2020-04-28,1299395,1100252,84.67
