symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2018-07-16,35525,11701,32.94
ADANIPORTS,EQ,2018-07-16,1340324,337650,25.19
BEL,EQ,2018-07-16,5298386,1612109,30.43
BOSCHLTD,EQ,2018-07-16,10160,3268,32.17
CUMMINSIND,EQ,2018-07-16,321830,115324,35.83
DIXON,EQ,2018-07-16,3486,1909,54.76
DLF,EQ,2018-07-16,4266013,601748,14.11
DMART,EQ,2018-07-16,202405,80408,39.73
HAL,EQ,2018-07-16,9231,5827,63.12
HINDALCO,EQ,2018-07-16,6440638,1994647,30.97
INDHOTEL,EQ,2018-07-16,685127,581293,84.84
INDIGO,EQ,2018-07-16,434502,172556,39.71
LT,EQ,2018-07-16,1593400,959937,60.24
MANAPPURAM,EQ,2018-07-16,1794545,553390,30.84
MARUTI,EQ,2018-07-16,216426,58463,27.01
PGEL,EQ,2018-07-16,16445,8661,52.67
SBIN,EQ,2018-07-16,8965623,3250945,36.26
SBIN,N2,2018-07-16,34,25,73.53
SBIN,N5,2018-07-16,444,418,94.14
SBIN,N6,2018-07-16,8,5,62.50
SUZLON,EQ,2018-07-16,39019240,15579634,39.93
TRENT,EQ,2018-07-16,158565,68679,43.31
