symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-06-21,4376.00,4393.95,4443.90,4323.55,4366.00,4366.45,4385.52,304147,13338.42,49129,147451,48.48
ADANIPORTS,EQ,2023-06-21,737.80,739.90,753.25,733.30,752.00,749.45,741.01,9312613,69007.70,122968,5064883,54.39
BEL,EQ,2023-06-21,125.15,126.15,126.30,121.75,122.95,122.80,124.62,14141162,17623.32,60092,5685017,40.20
BOSCHLTD,EQ,2023-06-21,19058.65,19100.05,19449.90,19070.15,19230.10,19201.70,19342.05,40492,7831.98,10299,16241,40.11
CUMMINSIND,EQ,2023-06-21,1899.50,1907.00,1908.00,1851.20,1855.10,1857.80,1867.94,605777,11315.57,57279,298346,49.25
DIXON,EQ,2023-06-21,4538.55,4580.00,4634.40,4551.65,4590.00,4587.10,4594.07,501241,23027.34,38817,61383,12.25
DLF,EQ,2023-06-21,489.20,489.30,494.35,480.35,483.00,482.85,486.76,3758306,18293.78,49686,1277106,33.98
DMART,EQ,2023-06-21,3986.90,3987.00,4028.85,3898.05,3914.40,3919.50,3950.76,310779,12278.13,36237,117363,37.76
HAL,EQ,2023-06-21,3848.70,3879.30,3890.35,3760.00,3815.00,3820.35,3828.70,1655049,63366.82,100515,546348,33.01
HINDALCO,EQ,2023-06-21,428.95,428.95,429.70,418.10,421.45,420.95,421.62,5689533,23988.27,75407,2346978,41.25
INDHOTEL,EQ,2023-06-21,394.50,397.00,403.00,394.10,396.70,396.80,399.07,5324374,21247.84,56679,3716208,69.80
INDIGO,EQ,2023-06-21,2437.75,2450.00,2474.80,2430.00,2472.00,2470.30,2459.25,716072,17609.98,31027,413911,57.80
LT,EQ,2023-06-21,2382.00,2382.00,2412.00,2382.00,2394.00,2394.45,2399.93,1607299,38574.09,70345,1093927,68.06
MANAPPURAM,EQ,2023-06-21,125.95,126.55,130.50,126.40,128.20,128.00,128.55,19564720,25150.24,49092,7926627,40.51
MARUTI,EQ,2023-06-21,9492.10,9502.00,9537.00,9396.05,9420.15,9440.85,9446.39,356331,33660.42,50988,245842,68.99
PAYTM,EQ,2023-06-21,895.75,895.75,901.00,866.05,868.70,872.95,885.12,3286071,29085.52,80041,1089376,33.15
PGEL,EQ,2023-06-21,1605.60,1621.25,1635.00,1584.55,1591.00,1593.40,1609.84,46888,754.82,6108,28658,61.12
SBIN,EQ,2023-06-21,567.40,567.40,569.50,565.65,566.30,566.35,567.46,14946871,84817.84,219147,8298303,55.52
SUZLON,EQ,2023-06-21,14.25,14.30,14.55,13.85,14.10,14.00,14.19,134315767,19058.38,61706,43689057,32.53
TRENT,EQ,2023-06-21,1719.45,1723.95,1723.95,1691.90,1706.30,1700.80,1707.21,369391,6306.28,23610,164939,44.65
