symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-06-09,4112.30,4137.90,4164.10,4107.00,4136.30,4151.20,4142.12,140674,5826.88,20068,63230,44.95
ADANIPORTS,EQ,2023-06-09,736.40,738.00,742.00,733.00,734.00,734.95,737.13,1335172,9841.95,28748,329558,24.68
BEL,EQ,2023-06-09,117.55,118.00,121.45,116.70,120.40,120.35,119.65,19873573,23778.92,89830,7732527,38.91
BOSCHLTD,EQ,2023-06-09,18766.90,18801.00,18943.95,18720.00,18738.90,18758.40,18792.25,6743,1267.16,2144,3373,50.02
CUMMINSIND,EQ,2023-06-09,1766.75,1778.20,1787.90,1766.55,1780.00,1782.80,1778.42,460201,8184.29,30697,249425,54.20
DIXON,EQ,2023-06-09,4067.40,4080.00,4132.00,4056.25,4060.00,4074.40,4085.83,604080,24681.71,49437,177098,29.32
DLF,EQ,2023-06-09,484.75,485.00,490.50,483.65,485.35,485.20,487.33,2611565,12726.94,34718,497107,19.03
DMART,EQ,2023-06-09,3546.80,3586.00,3648.00,3568.55,3635.00,3632.10,3617.37,661360,23923.85,63985,314671,47.58
HAL,EQ,2023-06-09,3527.40,3609.00,3785.00,3530.25,3743.45,3732.90,3666.92,5892337,216067.41,274978,699879,11.88
HINDALCO,EQ,2023-06-09,418.25,421.85,421.85,414.50,414.90,415.05,416.17,3518826,14644.17,57660,1694048,48.14
INDHOTEL,EQ,2023-06-09,380.80,383.00,386.05,381.00,382.10,381.95,383.42,4212790,16152.56,47919,2629847,62.43
INDIGO,EQ,2023-06-09,2447.05,2447.00,2488.00,2439.90,2462.00,2462.75,2467.96,512036,12636.82,43231,226504,44.24
LT,EQ,2023-06-09,2340.30,2345.00,2368.85,2338.25,2363.25,2363.00,2360.07,2501720,59042.44,71065,1940724,77.58
MANAPPURAM,EQ,2023-06-09,112.55,113.40,118.20,113.35,116.90,117.25,116.41,34451667,40106.18,76627,16802689,48.77
MARUTI,EQ,2023-06-09,9658.60,9675.50,9713.90,9611.10,9635.00,9627.80,9656.06,161389,15583.82,27995,103294,64.00
PAYTM,EQ,2023-06-09,772.00,778.00,822.00,775.55,813.75,814.30,803.54,16069470,129124.68,260804,5211834,32.43
PGEL,EQ,2023-06-09,1639.90,1639.90,1666.50,1631.35,1645.05,1647.95,1650.61,37662,621.65,5646,20119,53.42
SBIN,EQ,2023-06-09,588.50,588.00,589.10,576.75,578.80,578.70,580.81,18870272,109600.51,253490,8773204,46.49
SUZLON,EQ,2023-06-09,13.35,13.50,14.20,13.30,14.00,14.00,13.83,293778902,40644.11,131954,103919429,35.37
TRENT,EQ,2023-06-09,1588.60,1594.00,1620.10,1589.90,1594.05,1598.40,1606.90,437123,7024.12,19316,121317,27.75
