symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2019-07-10,1514.20,1531.65,-0.0115,0.0251,,0.4681
ADANIPORTS,2019-07-10,404.95,405.00,-0.0001,0.0169,,0.3133
BEL,2019-07-10,103.85,107.35,-0.0331,0.0313,,0.5999
BOSCHLTD,2019-07-10,15915.40,15982.15,-0.0042,0.0137,,0.2541
CUMMINSIND,2019-07-10,741.85,747.05,-0.0070,0.0180,,0.3343
DIXON,2019-07-10,2260.90,2228.60,0.0144,0.0170,,0.3229
DLF,2019-07-10,177.70,183.65,-0.0329,0.0223,,0.4413
DMART,2019-07-10,1350.75,1374.95,-0.0178,0.0209,,0.3955
HAL,2019-07-10,671.05,677.75,-0.0099,0.0147,,0.2770
HINDALCO,2019-07-10,193.80,197.90,-0.0209,0.0158,,0.3095
INDHOTEL,2019-07-10,148.30,147.75,0.0037,0.0142,,0.2636
INDIGO,2019-07-10,1398.05,1566.25,-0.1136,0.0221,,0.6706
LT,2019-07-10,1499.50,1526.60,-0.0179,0.0170,,0.3267
MANAPPURAM,2019-07-10,126.95,129.90,-0.0230,0.0255,,0.4853
MARUTI,2019-07-10,5928.00,5945.55,-0.0030,0.0186,,0.3439
PGEL,2019-07-10,49.70,49.45,0.0050,0.0522,,0.9667
SBIN,2019-07-10,354.20,359.50,-0.0149,0.0169,,0.3210
SUZLON,2019-07-10,4.85,4.75,0.0208,0.0702,,1.3049
TRENT,2019-07-10,435.00,441.85,-0.0156,0.0212,,0.3993
