symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2019-07-30,1358.60,1394.55,-0.0261,0.0210,,0.4069
ADANIPORTS,2019-07-30,373.45,373.85,-0.0011,0.0183,,0.3382
BEL,2019-07-30,98.40,92.75,0.0591,0.0311,,0.6400
BOSCHLTD,2019-07-30,14281.15,14815.80,-0.0368,0.0144,,0.3171
CUMMINSIND,2019-07-30,702.05,723.80,-0.0305,0.0160,,0.3286
DIXON,2019-07-30,2043.00,2138.60,-0.0457,0.0146,,0.3458
DLF,2019-07-30,177.75,179.45,-0.0095,0.0213,,0.3974
DMART,2019-07-30,1459.70,1449.90,0.0067,0.0196,,0.3649
HAL,2019-07-30,674.35,675.00,-0.0010,0.0101,,0.1872
HINDALCO,2019-07-30,190.10,193.25,-0.0164,0.0176,,0.3343
INDHOTEL,2019-07-30,143.85,139.55,0.0303,0.0164,,0.3362
INDIGO,2019-07-30,1544.60,1579.90,-0.0226,0.0289,,0.5464
LT,2019-07-30,1376.35,1371.50,0.0035,0.0147,,0.2732
MANAPPURAM,2019-07-30,109.05,112.45,-0.0307,0.0278,,0.5349
MARUTI,2019-07-30,5507.15,5561.10,-0.0097,0.0199,,0.3706
PGEL,2019-07-30,45.70,46.85,-0.0249,0.0481,,0.8979
SBIN,2019-07-30,327.55,343.80,-0.0484,0.0160,,0.3725
SUZLON,2019-07-30,4.45,4.85,-0.0861,0.0618,,1.2132
TRENT,2019-07-30,401.10,404.10,-0.0075,0.0184,,0.3420
