symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2023-03-08,3379.85,3318.45,0.0183,0.0200,0.0199,0.3802
ADANIPORTS,2023-03-08,712.10,690.75,0.0304,0.0317,0.0317,0.6056
BEL,2023-03-08,96.10,96.45,-0.0036,0.0205,0.0204,0.3897
BOSCHLTD,2023-03-08,18724.40,18095.65,0.0342,0.0166,0.0167,0.3191
CUMMINSIND,2023-03-08,1669.00,1629.45,0.0240,0.0177,0.0178,0.3401
DIXON,2023-03-08,2917.15,2988.00,-0.0240,0.0260,0.0260,0.4967
DLF,2023-03-08,362.85,359.85,0.0083,0.0223,0.0222,0.4241
DMART,2023-03-08,3389.70,3437.80,-0.0141,0.0184,0.0184,0.3515
HAL,2023-03-08,2863.25,2710.70,0.0548,0.0214,0.0217,0.4146
HINDALCO,2023-03-08,407.75,414.50,-0.0164,0.0250,0.0250,0.4776
INDHOTEL,2023-03-08,327.00,319.70,0.0226,0.0225,0.0225,0.4299
INDIGO,2023-03-08,1901.80,1855.75,0.0245,0.0210,0.0210,0.4012
LT,2023-03-08,2170.80,2141.15,0.0138,0.0150,0.0150,0.2866
MANAPPURAM,2023-03-08,113.60,110.40,0.0286,0.0237,0.0238,0.4547
MARUTI,2023-03-08,8693.90,8631.45,0.0072,0.0160,0.0160,0.3057
PAYTM,2023-03-08,620.10,625.65,-0.0089,0.0315,0.0314,0.5999
PGEL,2023-03-08,1412.60,1409.75,0.0020,0.0326,0.0325,0.6209
SBIN,2023-03-08,564.80,561.70,0.0055,0.0181,0.0181,0.3458
SUZLON,2023-03-08,8.60,8.60,0.0000,0.0390,0.0389,0.7432
TRENT,2023-03-08,1342.55,1325.40,0.0129,0.0209,0.0209,0.3993
