,04-Oct-2016
The Nifty witnessed an intraday movement of about 47.55 points.The closing index was 0.36 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 22142.98
, Traded Quantity (in Lakhs), 10561.62
, Number of Trades, 8632226
, Total Market Capitalisation (Rs. Crores), 11145461.17

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,      8738.10,      8770.00,      8783.65,      8736.10,      8769.15,31.05
,Nifty IT,     10309.85,     10347.10,     10403.25,     10328.55,     10394.30,84.45
,Nifty Next 50,     23528.20,     23615.10,     23726.00,     23537.90,     23684.25,156.05
,Nifty Bank,     19589.05,     19641.75,     19747.45,     19527.35,     19672.70,83.65
,Nifty MID100 Free,     15851.15,     15910.30,     16009.30,     15848.25,     15979.95,128.8
,Nifty 500,      7532.25,      7560.60,      7576.10,      7533.05,      7567.70,35.45
,Nifty 100,      8992.55,      9025.50,      9039.15,      8991.55,      9029.20,36.65
,Nifty Midcap 50,      4075.45,      4097.95,      4121.45,      4072.10,      4111.10,35.65
,Nifty Realty,       209.00,       209.85,       210.40,       207.65,       209.80,.8
,Nifty Infra,      2855.35,      2864.85,      2867.15,      2838.20,      2858.10,2.75
,Nifty Energy,      9915.50,      9942.75,     10077.40,      9938.85,     10057.35,141.85
,Nifty FMCG,     21729.45,     21802.90,     21851.15,     21669.50,     21709.85,-19.6
,Nifty MNC,     10485.60,     10528.20,     10529.50,     10463.20,     10503.45,17.85
,Nifty Pharma,     11638.25,     11685.45,     11748.20,     11645.90,     11681.40,43.15
,Nifty PSE,      3574.70,      3586.70,      3628.60,      3585.95,      3623.40,48.7
,Nifty PSU Bank,      3187.70,      3198.40,      3268.85,      3165.00,      3245.50,57.8
,Nifty Serv Sector,     11087.70,     11111.05,     11167.40,     11077.35,     11148.80,61.1
,India VIX,15.6200,15.6200,15.7150,14.8125,14.9925,-0.6275
,Nifty Auto,     10275.50,     10364.30,     10367.35,     10238.60,     10289.70,14.2
,Nifty Metal,      2586.05,      2601.55,      2622.55,      2578.85,      2614.65,28.6
,Nifty Media,      3127.80,      3141.80,      3142.20,      3054.45,      3074.75,-53.05
,Nifty SML100 Free,      6324.05,      6353.45,      6370.55,      6313.40,      6354.70,30.65
,Nifty 200,      4690.10,      4707.45,      4716.75,      4689.60,      4711.45,21.35
,Nifty Div Opps 50,      2146.85,      2157.05,      2164.95,      2150.30,      2162.05,15.2
,Nifty Commodities,      3096.90,      3108.80,      3135.45,      3107.00,      3130.35,33.45
,Nifty Consumption,      3968.30,      3987.30,      3987.65,      3956.10,      3966.90,-1.4
,Nifty Fin Service,      8098.55,      8114.55,      8164.50,      8079.70,      8136.00,37.45
,Nifty50 Div Point,        78.39,        78.39,        78.39,        78.39,        78.39,0
,Nifty100 Liq 15,      3752.35,      3775.10,      3792.95,      3746.90,      3781.90,29.55
,Nifty CPSE,      2276.65,      2284.60,      2322.35,      2283.70,      2318.55,41.9
,Nifty GrowSect 15,      5495.35,      5523.25,      5524.30,      5493.95,      5500.90,5.55
,Nifty50 PR 2x Lev,      3466.95,      3491.70,      3500.65,      3465.15,      3491.00,24.05
,Nifty50 PR 1x Inv,       463.15,       461.50,       463.30,       460.90,       461.55,-1.6
,Nifty50 TR 2x Lev,      4151.60,      4181.20,      4191.95,      4149.45,      4180.45,28.85
,Nifty50 TR 1x Inv,       423.25,       421.75,       423.40,       421.20,       421.80,-1.45
,Nifty50 Value 20,      3754.15,      3766.55,      3787.10,      3761.45,      3782.00,27.85
,Nifty Mid Liq 15,      3385.40,      3407.85,      3453.00,      3396.30,      3440.85,55.45
,Nifty Pvt Bank,     10912.35,     10946.50,     10989.60,     10872.85,     10939.30,26.95
,Nifty Quality 30,      2227.20,      2237.90,      2238.40,      2227.60,      2233.85,6.65
,Nifty GS 8 13Yr,      1630.52,      1630.85,      1633.46,      1629.25,      1630.73,.21
,Nifty GS 10Yr,      1547.57,      1547.88,      1551.41,      1545.88,      1547.41,-.16
,Nifty GS 10Yr Cln,       979.96,       979.96,       982.23,       978.67,       979.65,-.31
,Nifty GS 4 8Yr,      1678.62,      1678.95,      1681.23,      1677.06,      1680.77,2.15
,Nifty GS 11 15Yr,      1712.55,      1712.89,      1715.71,      1710.54,      1711.91,-.64
,Nifty GS 15YrPlus,      1831.30,      1831.66,      1833.23,      1823.38,      1830.27,-1.03
,Nifty GS Compsite,      1666.12,      1666.45,      1669.00,      1664.67,      1666.85,.73

,ADVANCES,941
,DECLINES,675
,UNCHANGED,79

,Total securities that have hit their price bands today,100

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,       255.30,       259.75,1.74,554.54
,PNB,EQ,       143.35,       145.70,1.64,392.72
,ICICIBANK,EQ,       256.15,       258.20,0.8,378.95
,VEDL,EQ,       178.75,       187.00,4.62,344.43
,TATASTEEL,EQ,       382.85,       391.15,2.17,330.95
,RELIANCE,EQ,      1090.70,      1096.35,0.52,329.9
,WOCKPHARMA,EQ,       896.00,       920.40,2.72,328.62
,ONGC,EQ,       260.25,       273.55,5.11,321.29
,GAIL,EQ,       385.85,       402.45,4.3,313.5
,TATAMOTORS,EQ,       540.80,       549.95,1.69,312.15
,HDFC,EQ,      1425.50,      1432.40,0.48,312.13
,AXISBANK,EQ,       550.90,       546.60,-0.78,311.27
,YESBANK,EQ,      1270.25,      1284.05,1.09,285.93
,BANKBARODA,EQ,       168.90,       169.85,0.56,281.43
,HPL,EQ,       202.00,       189.30,-6.29,281.26
,IGL,EQ,       790.80,       837.90,5.96,277.69
,INFY,EQ,      1038.10,      1049.20,1.07,264.63
,MARUTI,EQ,      5681.00,      5680.00,-0.02,264.01
,CANBK,EQ,       319.30,       330.75,3.59,256.59
,M&M,EQ,      1443.85,      1415.35,-1.97,226.19
,LT,EQ,      1470.70,      1449.15,-1.47,221.79
,TCS,EQ,      2411.70,      2405.15,-0.27,214.43
,HINDALCO,EQ,       154.10,       154.25,0.1,212.04
,MCDOWELL-N,EQ,      2425.55,      2548.05,5.05,209.27
,SUNPHARMA,EQ,       757.05,       764.30,0.96,195.71

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,ONGC,EQ,       273.55,       260.25,5.11
,GAIL,EQ,       402.45,       385.85,4.3
,TATASTEEL,EQ,       391.15,       382.85,2.17
,TECHM,EQ,       428.70,       420.70,1.9
,INFRATEL,EQ,       369.20,       362.75,1.78

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,ZEEL,EQ,       563.30,       578.85,-2.69
,COALINDIA,EQ,       321.10,       327.90,-2.07
,M&M,EQ,      1415.35,      1443.85,-1.97
,LT,EQ,      1449.15,      1470.70,-1.47
,AMBUJACEM,EQ,       256.15,       258.90,-1.06

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        36.20,                  3784144.00,103789
,3IINFOTECH,EQ,         5.95,                 11204382.25,1874378
,3MINDIA,EQ,     13234.95,                  6320851.35,478
,549,MF,         9.55,                        9.55,1
,8KMILES,EQ,      2084.55,                 89391933.75,42558
,A2ZINFRA,EQ,        36.55,                  8541659.35,233032
,AARTIDRUGS,EQ,       632.90,                 12843603.55,20242
,AARTIIND,EQ,       676.25,                129333768.30,192032
,AARVEEDEN,EQ,        89.10,                 20236904.75,233771
,ABAN,EQ,       209.80,                226779835.80,1090679
,ABBOTINDIA,EQ,      4788.85,                 28031268.70,5857
,ABFRL,EQ,       142.15,                 48155941.95,336688
,ABGSHIP,EQ,        30.70,                 22495096.00,728547
,ABIRLANUVO,EQ,      1387.60,                458179754.45,331087
,ACCELYA,EQ,      1323.10,                  1753144.95,1319
,ACE,EQ,        44.50,                  2314731.10,51813
,ACROPETAL,BZ,         1.70,                      204.00,120
,ADANIENT,EQ,        68.00,                176070201.90,2594335
,ADANIPOWER,EQ,        25.75,                 89798923.00,3477005
,ADANITRANS,EQ,        40.05,                 60892436.30,1521256
,ADFFOODS,EQ,       125.95,                  4869330.50,38420
,ADHUNIK,EQ,         7.55,                   329551.00,43589
,ADHUNIKIND,EQ,        99.60,                  2531021.50,26137
,ADI,EQ,       437.15,                  4799655.35,10871
,ADLABS,EQ,       100.30,                 49835191.50,495286
,ADORWELD,EQ,       276.10,                   721015.30,2623
,ADSL,EQ,        30.45,                  2378619.20,77884
,ADVANIHOTR,EQ,        54.55,                   351307.85,6433
,ADVENZYMES,EQ,      1792.30,                533436463.00,297089
,AEGISCHEM,EQ,       159.45,                 39717712.35,248894
,AFL,EQ,        64.60,                  4411710.15,68664
,AGARIND,EQ,       240.60,                  6008918.65,25170
,AGCNET,EQ,        78.10,                   706057.95,8908
,AGRITECH,BE,        27.20,                    48763.75,1803
,AHLEAST,EQ,       197.75,                  1749219.55,8818
,AHLUCONT,EQ,       309.85,                 13416903.40,43454
,AHLWEST,EQ,       198.00,                    33856.00,171
,AIAENG,EQ,      1320.30,                445551580.80,336406
,AICHAMP,BE,        26.65,                    61672.05,2537
,AIFL,EQ,       357.75,                 21627641.20,60741
,AJANTPHARM,EQ,      2036.50,                544811352.00,263052
,AJMERA,EQ,       145.10,                  5754849.45,39987
,AKSHOPTFBR,EQ,        20.95,                 54677384.35,2624959
,AKZOINDIA,EQ,      1676.80,                 10263474.20,6093
,ALANKIT,EQ,       134.75,                 37102774.15,272066
,ALBERTDAVD,EQ,       313.95,                   494880.00,1583
,ALBK,EQ,        80.60,                669695770.80,8418264
,ALCHEM,EQ,        26.75,                   420266.30,15639
,ALEMBICLTD,EQ,        38.60,                  4131388.15,106517
,ALICON,EQ,       363.70,                  1151406.20,3159
,ALKALI,EQ,        63.15,                  6159222.75,97061
,ALKEM,EQ,      1671.20,                106410679.35,63604
,ALKYLAMINE,EQ,       314.40,                  2817801.10,8937
,ALLCARGO,EQ,       185.00,                  9667974.40,51806
,ALLSEC,EQ,       262.85,                  2148808.80,8127
,ALMONDZ,EQ,        12.15,                    74619.10,6048
,ALOKTEXT,EQ,         3.35,                  7110462.95,2097560
,ALPA,BE,        32.80,                   252117.50,7667
,ALPHAGEO,EQ,      1071.20,                111750136.60,103082
,ALPSINDUS,EQ,         6.15,                   329900.50,53494
,AMARAJABAT,EQ,      1063.70,                964242427.40,908935
,AMBIKCO,EQ,       874.65,                 22544718.90,25985
,AMDIND,EQ,        27.60,                   289895.25,10586
,AMRUTANJAN,EQ,       454.40,                  4689633.70,10312
,AMTEKAUTO,EQ,        48.60,                482355945.95,9864486
,AMTL,EQ,        28.95,                   354750.10,12187
,ANANDAMRUB,EQ,        17.00,                     8500.00,500
,ANANTRAJ,EQ,        57.50,                 55515502.35,973363
,ANDHRABANK,EQ,        58.70,                263743930.65,4540725
,ANDHRACEMT,EQ,         7.95,                  1062336.70,133990
,ANDHRSUGAR,EQ,       208.75,                 14204731.10,67517
,ANGIND,EQ,        11.40,                   739425.30,65920
,ANIKINDS,BE,        29.40,                    46250.40,1591
,ANKITMETAL,EQ,         1.70,                    77855.95,46645
,ANSALAPI,EQ,        19.10,                   813668.00,42628
,ANSALHSG,EQ,        23.95,                   289001.80,12109
,ANTGRAPHIC,BE,          .90,                   145302.00,167990
,APARINDS,EQ,       560.75,                  1113642.80,1985
,APCOTEXIND,EQ,       382.85,                  3524493.35,9230
,APLAPOLLO,EQ,       867.85,                 42016435.20,48550
,APLLTD,EQ,       660.40,                 73393519.35,110538
,APOLLOTYRE,EQ,       220.60,                578461413.45,2607046
,APOLSINHOT,EQ,       305.00,                   260441.00,854
,APTECHT,EQ,       162.90,                 67398555.30,410622
,ARCHIDPLY,EQ,        52.40,                  1934230.65,37200
,ARCHIES,EQ,        25.30,                  1909822.80,75157
,ARCOTECH,EQ,       344.90,                 38229868.55,110954
,ARIES,EQ,       117.10,                  2219729.05,18823
,ARIHANT,EQ,        45.35,                    34743.90,766
,ARMANFIN,EQ,       268.55,                  4355448.40,16225
,AROGRANITE,EQ,        74.65,                  4092865.25,54517
,ARROWGREEN,EQ,       497.40,                  1608985.40,3229
,ARROWTEX,EQ,        44.85,                 11614386.05,256117
,ARSHIYA,EQ,        30.10,                  2422472.60,80567
,ARSSINFRA,EQ,        83.60,                 15358978.60,183786
,ARVIND,EQ,       355.60,                607127106.70,1704522
,ARVINFRA,EQ,        81.05,                  5224975.20,64201
,ASAHIINDIA,EQ,       198.00,                  3853569.15,19393
