symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2020-03-11,1129.85,1130.00,1143.00,1096.50,1110.05,1109.45,1110.05,55300,613.86,5344,37131,67.14
ADANIPORTS,EQ,2020-03-11,321.90,322.80,326.35,316.20,320.90,320.20,321.61,5634636,18121.73,46713,3343698,59.34
BEL,EQ,2020-03-11,69.70,69.50,70.15,67.60,69.00,68.85,68.77,12124381,8337.42,48376,4955222,40.87
BOSCHLTD,EQ,2020-03-11,12201.65,12199.95,12518.65,12011.70,12500.00,12408.35,12347.38,29903,3692.24,9383,11696,39.11
CUMMINSIND,EQ,2020-03-11,482.45,485.00,489.50,471.45,472.00,477.80,481.26,480834,2314.05,9597,223372,46.46
DIXON,EQ,2020-03-11,4284.35,4231.05,4545.00,4231.05,4307.00,4296.75,4418.03,109352,4831.20,17053,56807,51.95
DLF,EQ,2020-03-11,182.35,182.35,184.80,177.00,177.15,178.45,181.29,9238369,16748.40,50473,2190549,23.71
DMART,BE,2020-03-11,2145.70,2146.80,2223.30,2075.00,2139.10,2109.95,2152.33,298466,6423.99,41231,-,-
HAL,EQ,2020-03-11,592.15,592.00,605.00,586.05,588.00,588.95,595.87,17175,102.34,2142,10587,61.64
HINDALCO,EQ,2020-03-11,143.45,142.00,142.35,137.10,137.60,137.80,139.87,9682823,13543.42,74231,2679476,27.67
INDHOTEL,EQ,2020-03-11,115.35,115.00,115.90,111.75,115.00,114.10,113.78,1807420,2056.52,33515,1391230,76.97
INDIGO,EQ,2020-03-11,1213.20,1205.00,1215.25,1149.70,1169.95,1160.25,1175.01,1752142,20587.88,54682,452190,25.81
LT,EQ,2020-03-11,1101.95,1090.00,1120.95,1085.80,1119.00,1116.95,1110.74,5628178,62514.63,212206,3757080,66.75
MANAPPURAM,EQ,2020-03-11,142.50,136.40,146.90,136.40,145.10,144.95,143.98,8976160,12923.43,41741,3701638,41.24
MARUTI,EQ,2020-03-11,6201.10,6160.00,6310.95,6105.00,6137.95,6146.30,6177.52,937029,57885.18,100403,220842,23.57
PGEL,EQ,2020-03-11,52.70,50.10,51.45,50.10,50.10,50.20,50.20,66910,33.59,244,55122,82.38
SBIN,EQ,2020-03-11,253.45,253.00,258.50,243.10,244.25,245.10,250.69,90847179,227745.83,473850,22693795,24.98
SBIN,N2,2020-03-11,11262.65,11231.00,11300.00,11230.00,11300.00,11300.00,11247.75,4,0.45,3,4,100.00
SBIN,N5,2020-03-11,11470.75,11475.00,11475.00,11387.00,11405.00,11397.16,11408.33,1861,212.31,277,1826,98.12
SBIN,N6,2020-03-11,11309.00,11113.05,11113.05,11113.05,11113.05,11113.05,11113.05,3,0.33,2,3,100.00
SUZLON,EQ,2020-03-11,2.20,2.20,2.30,2.20,2.25,2.30,2.27,15845617,360.39,6680,10568671,66.70
TRENT,EQ,2020-03-11,660.35,664.45,698.00,645.15,663.00,659.45,668.51,349780,2338.32,22686,107925,30.86
