symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2020-03-26,834.55,835.70,870.20,829.55,860.00,861.30,857.96,29477,252.90,2814,14412,48.89
ADANIPORTS,EQ,2020-03-26,255.60,257.65,260.10,241.50,252.90,248.20,253.74,8701776,22080.12,82755,3331147,38.28
BEL,EQ,2020-03-26,62.70,63.25,68.45,61.10,68.45,67.35,65.77,12340578,8116.56,52126,5060964,41.01
BOSCHLTD,EQ,2020-03-26,9212.10,9288.15,10089.00,9006.95,9700.00,9866.75,9757.80,25108,2449.99,8299,7848,31.26
CUMMINSIND,EQ,2020-03-26,369.75,372.00,389.70,365.20,380.00,379.30,380.00,793362,3014.75,15699,434214,54.73
DIXON,EQ,2020-03-26,3261.25,3329.00,3410.00,3251.20,3335.00,3331.85,3358.60,36615,1229.75,12924,17022,46.49
DLF,EQ,2020-03-26,123.80,126.10,147.00,121.65,140.00,138.15,137.21,16809428,23063.51,144666,3591977,21.37
DMART,BE,2020-03-26,1899.10,1980.00,1994.05,1950.00,1994.05,1994.05,1991.46,315211,6277.31,15395,-,-
HAL,EQ,2020-03-26,479.50,485.00,502.40,478.50,499.00,497.25,495.50,15620,77.40,1681,8185,52.40
HINDALCO,EQ,2020-03-26,94.55,97.50,97.60,92.25,95.00,94.55,94.67,11013084,10426.24,89558,3655675,33.19
INDHOTEL,EQ,2020-03-26,75.55,74.60,82.95,73.30,77.50,78.25,79.23,2721401,2156.21,42073,986762,36.26
INDIGO,EQ,2020-03-26,1011.10,1000.00,1147.40,949.45,994.05,1008.90,1039.04,3408772,35418.48,161662,254397,7.46
LT,EQ,2020-03-26,765.75,787.75,842.30,754.15,842.30,838.00,807.95,9028697,72947.77,243919,4654113,51.55
MANAPPURAM,EQ,2020-03-26,101.90,104.00,106.90,95.45,103.20,102.10,101.82,19202956,19552.54,120319,5697755,29.67
MARUTI,EQ,2020-03-26,5005.95,5024.45,5120.00,4750.00,4950.00,4878.00,4926.22,1338798,65952.07,162802,389493,29.09
PGEL,EQ,2020-03-26,30.25,28.75,28.75,28.75,28.75,28.75,28.75,13381,3.85,100,13381,100.00
SBIN,EQ,2020-03-26,189.90,191.55,201.00,185.10,193.25,192.75,193.70,107260674,207764.14,622633,26816804,25.00
SBIN,N2,2020-03-26,10140.00,10199.00,10199.00,10121.00,10155.00,10173.48,10152.87,187,18.99,33,141,75.40
SBIN,N5,2020-03-26,10348.41,10351.00,10405.00,10351.00,10377.00,10372.88,10368.00,735,76.20,120,723,98.37
SBIN,N6,2020-03-26,10365.00,10183.00,10183.00,10183.00,10183.00,10183.00,10183.00,1,0.10,1,1,100.00
SUZLON,EQ,2020-03-26,1.75,1.70,1.80,1.70,1.80,1.80,1.73,14056247,243.55,7638,7853929,55.88
TRENT,EQ,2020-03-26,446.60,449.40,507.00,416.25,490.00,495.75,495.63,624724,3096.31,25143,368264,58.95
