symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-01-17,4809.30,4798.00,4863.70,4731.40,4775.00,4773.05,4802.61,163852,7869.17,24610,74431,45.43
ADANIPORTS,EQ,2024-01-17,1193.35,1180.00,1204.70,1159.45,1169.90,1166.85,1180.10,5268593,62174.47,125671,2607198,49.49
BEL,EQ,2024-01-17,186.80,186.30,188.50,183.80,186.10,185.65,186.03,16350370,30417.00,106554,8027094,49.09
BOSCHLTD,EQ,2024-01-17,23098.35,23000.00,23181.15,22700.00,22860.45,22919.50,22915.87,27741,6357.09,11167,9231,33.28
CUMMINSIND,EQ,2024-01-17,2019.80,2000.00,2024.00,1978.20,2004.75,2009.90,2008.71,242049,4862.06,23646,134664,55.64
DIXON,EQ,2024-01-17,6343.60,6290.00,6398.00,6219.50,6375.00,6367.70,6357.65,203515,12938.77,28613,53287,26.18
DLF,EQ,2024-01-17,786.85,780.00,790.00,771.05,777.10,775.30,778.82,6183356,48157.28,97419,3543702,57.31
DMART,EQ,2024-01-17,3828.30,3750.00,3811.90,3750.00,3782.00,3786.45,3798.42,516399,19614.99,37585,429406,83.15
HAL,EQ,2024-01-17,2993.55,2980.00,3008.10,2931.80,2968.00,2958.30,2968.69,1643170,48780.68,94027,892614,54.32
HINDALCO,EQ,2024-01-17,579.55,570.95,572.70,558.10,560.65,560.25,564.45,6148035,34702.70,153059,2984297,48.54
INDHOTEL,EQ,2024-01-17,468.45,466.00,469.15,460.00,461.55,461.95,464.75,2775046,12897.10,55950,1785226,64.33
INDIGO,EQ,2024-01-17,3051.60,3000.00,3083.30,2995.10,3058.50,3058.75,3062.58,771661,23632.76,56748,467253,60.55
LT,EQ,2024-01-17,3573.50,3555.00,3614.45,3547.70,3575.05,3570.95,3576.80,2699076,96540.43,164051,1661113,61.54
MANAPPURAM,EQ,2024-01-17,174.70,172.90,177.05,171.10,173.80,173.15,174.00,8693065,15126.01,47613,4210941,48.44
MARUTI,EQ,2024-01-17,10183.55,10124.00,10161.80,9996.45,10000.00,10051.70,10070.60,610250,61455.84,72635,374562,61.38
PAYTM,EQ,2024-01-17,747.35,742.00,769.95,731.40,736.35,736.25,743.25,6597524,49036.14,133596,3385803,51.32
PGEL,EQ,2024-01-17,2070.30,2059.85,2140.00,2027.00,2110.00,2117.20,2107.98,50004,1054.08,8137,26324,52.64
SBIN,EQ,2024-01-17,636.90,624.00,636.80,623.00,626.45,626.00,628.60,30016308,188683.97,428458,9347325,31.14
SUZLON,EQ,2024-01-17,42.05,41.50,42.65,40.35,41.00,40.90,41.31,62350656,25757.99,146117,37819024,60.66
TRENT,EQ,2024-01-17,3166.10,3153.00,3183.95,3117.15,3156.15,3147.85,3153.56,420338,13255.63,45434,283566,67.46
