symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2011-07-28,863.45,869.45,-0.0069,0.0137,,0.2560
BEL,2011-07-28,1737.45,1737.00,0.0003,0.0093,,0.1719
BOSCHLTD,2011-07-28,7029.90,7119.95,-0.0127,0.0075,,0.1509
CUMMINSIND,2011-07-28,654.45,669.55,-0.0228,0.0109,,0.2293
DLF,2011-07-28,233.30,237.20,-0.0166,0.0233,,0.4394
HINDALCO,2011-07-28,167.95,172.65,-0.0276,0.0224,,0.4337
INDHOTEL,2011-07-28,75.20,77.50,-0.0301,0.0130,,0.2789
LT,2011-07-28,1740.25,1758.80,-0.0106,0.0179,,0.3343
MANAPPURAM,2011-07-28,58.55,60.05,-0.0253,0.0157,,0.3133
MARUTI,2011-07-28,1185.90,1209.25,-0.0195,0.0133,,0.2636
SBIN,2011-07-28,2356.60,2404.95,-0.0203,0.0162,,0.3152
SUZLON,2011-07-28,52.50,51.20,0.0251,0.0229,,0.4394
TRENT,2011-07-28,1199.35,1201.40,-0.0017,0.0175,,0.3248
