symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2011-07-26,874.65,892.15,-0.0198,0.0136,,0.2694
BEL,2011-07-26,1735.25,1738.80,-0.0020,0.0099,,0.1834
BOSCHLTD,2011-07-26,7123.85,7183.25,-0.0083,0.0077,,0.1471
CUMMINSIND,2011-07-26,677.35,676.45,0.0013,0.0115,,0.2140
DLF,2011-07-26,234.00,243.90,-0.0414,0.0217,,0.4471
HINDALCO,2011-07-26,177.85,181.00,-0.0176,0.0222,,0.4184
INDHOTEL,2011-07-26,77.30,78.00,-0.0090,0.0136,,0.2560
LT,2011-07-26,1778.30,1852.35,-0.0408,0.0158,,0.3496
MANAPPURAM,2011-07-26,58.60,57.65,0.0163,0.0149,,0.2866
MARUTI,2011-07-26,1176.95,1181.25,-0.0036,0.0122,,0.2273
SBIN,2011-07-26,2446.05,2512.70,-0.0269,0.0152,,0.3076
SUZLON,2011-07-26,52.60,54.55,-0.0364,0.0214,,0.4318
TRENT,2011-07-26,1201.30,1204.20,-0.0024,0.0187,,0.3458
