symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-10-21,8783.00,8830.10,8871.30,8260.00,8287.00,8279.70,8442.31,337458,28489.25,50765,89433,26.50
ADANIPORTS,EQ,2024-10-21,1405.60,1409.90,1412.90,1371.30,1375.80,1375.50,1383.23,1644382,22745.63,107358,864215,52.56
BEL,EQ,2024-10-21,287.15,286.30,287.45,281.10,281.60,282.30,284.04,8393942,23842.10,86534,4145497,49.39
BOSCHLTD,EQ,2024-10-21,36800.75,36810.00,37265.50,36510.00,36761.00,36839.15,36924.35,18769,6930.33,9388,4049,21.57
CUMMINSIND,EQ,2024-10-21,3710.10,3711.75,3738.35,3568.85,3578.05,3579.30,3647.95,470459,17162.11,49431,125619,26.70
DIXON,EQ,2024-10-21,15381.80,15470.00,15600.00,15273.40,15361.45,15390.55,15426.26,254268,39224.04,47109,55269,21.74
DLF,EQ,2024-10-21,875.15,875.05,884.40,857.10,858.70,860.75,867.22,1786182,15490.14,54537,426360,23.87
DMART,EQ,2024-10-21,3986.70,4000.05,4073.00,3961.00,3965.15,3973.45,3996.45,494815,19775.03,53568,269686,54.50
HAL,EQ,2024-10-21,4524.70,4534.80,4586.80,4490.00,4496.95,4514.45,4541.80,1095298,49746.28,74246,464617,42.42
HINDALCO,EQ,2024-10-21,753.50,760.00,765.45,737.00,737.70,739.60,746.02,2981749,22244.49,126380,1053531,35.33
INDHOTEL,EQ,2024-10-21,686.70,692.00,714.50,675.00,688.00,679.00,697.78,7839775,54704.44,150929,2292687,29.24
INDIGO,EQ,2024-10-21,4663.05,4701.00,4707.15,4570.35,4589.80,4591.00,4608.70,848568,39107.98,50026,485596,57.23
LT,EQ,2024-10-21,3577.80,3580.00,3621.95,3571.30,3577.00,3585.60,3595.64,1750549,62943.53,162386,1133452,64.75
MANAPPURAM,EQ,2024-10-21,153.27,155.00,155.44,145.50,146.30,146.90,148.00,30509998,45155.10,203410,8514028,27.91
MARUTI,EQ,2024-10-21,12105.10,12145.55,12250.00,11944.55,12140.05,12175.90,12140.16,375275,45558.97,73282,178587,47.59
PAYTM,EQ,2024-10-21,725.15,725.00,745.50,706.20,725.25,725.95,727.18,10401315,75635.97,175452,2802862,26.95
PGEL,EQ,2024-10-21,616.10,620.00,620.00,582.20,584.80,586.90,594.93,1079033,6419.45,48541,605780,56.14
SBIN,EQ,2024-10-21,820.40,824.70,826.45,809.00,813.00,813.95,815.24,10359618,84455.29,222340,4827080,46.60
SUZLON,EQ,2024-10-21,72.19,72.49,72.77,70.30,70.60,70.63,71.29,27026007,19266.92,157417,15233520,56.37
TRENT,EQ,2024-10-21,7768.05,7820.00,7850.00,7552.50,7632.00,7606.55,7659.37,662166,50717.75,73247,394943,59.64
