symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-10-18,8690.70,8669.05,8850.00,8560.05,8778.00,8783.00,8733.69,197602,17257.94,35790,70927,35.89
ADANIPORTS,EQ,2024-10-18,1394.70,1389.00,1410.55,1376.00,1405.10,1405.60,1398.94,1290065,18047.24,88317,438398,33.98
BEL,EQ,2024-10-18,284.55,282.90,287.80,277.80,287.00,287.15,284.34,10095514,28705.79,94110,3650983,36.16
BOSCHLTD,EQ,2024-10-18,36484.90,36486.90,36926.95,36060.15,36775.00,36800.75,36678.36,21112,7743.54,8831,3078,14.58
CUMMINSIND,EQ,2024-10-18,3692.00,3687.05,3715.50,3640.00,3711.80,3710.10,3694.46,200159,7394.80,23905,86992,43.46
DIXON,EQ,2024-10-18,15130.85,14965.00,15453.10,14909.00,15370.00,15381.80,15261.95,326908,49892.54,63192,75019,22.95
DLF,EQ,2024-10-18,861.00,860.90,880.35,846.75,874.00,875.15,866.90,2492488,21607.35,72657,828281,33.23
DMART,EQ,2024-10-18,4087.70,4100.00,4114.00,3975.10,3990.00,3986.70,4013.90,1094839,43945.77,105076,759784,69.40
HAL,EQ,2024-10-18,4518.60,4493.60,4559.00,4423.25,4528.00,4524.70,4502.43,1369365,61654.74,105755,497056,36.30
HINDALCO,EQ,2024-10-18,734.80,734.80,756.45,725.05,753.20,753.50,746.81,5474367,40882.97,118199,2640705,48.24
INDHOTEL,EQ,2024-10-18,687.30,685.80,693.00,680.40,686.55,686.70,687.89,2267035,15594.71,79698,1254062,55.32
INDIGO,EQ,2024-10-18,4624.00,4600.00,4697.00,4573.60,4647.80,4663.05,4660.62,624908,29124.58,46847,398923,63.84
LT,EQ,2024-10-18,3570.30,3569.95,3592.45,3540.25,3579.25,3577.80,3575.10,2102609,75170.45,210857,1334248,63.46
MANAPPURAM,EQ,2024-10-18,177.33,159.59,159.59,145.42,154.30,153.27,152.20,80781248,122946.16,337630,27369992,33.88
MARUTI,EQ,2024-10-18,12143.75,12070.00,12141.25,11844.45,12127.00,12105.10,12059.40,506871,61125.59,78390,258753,51.05
PAYTM,EQ,2024-10-18,696.15,690.15,729.90,670.40,722.55,725.15,706.76,10913448,77132.22,196534,2184125,20.01
PGEL,EQ,2024-10-18,593.55,591.70,632.90,574.10,616.80,616.10,614.08,1688155,10366.58,64911,707017,41.88
SBIN,EQ,2024-10-18,811.05,811.10,822.60,802.90,819.95,820.40,815.60,11704698,95463.87,228379,5177944,44.24
SUZLON,EQ,2024-10-18,73.01,72.90,73.35,71.10,72.32,72.19,72.46,36018706,26099.64,124626,17716974,49.19
TRENT,EQ,2024-10-18,7719.65,7720.00,7800.00,7630.10,7765.80,7768.05,7740.51,571161,44210.79,78670,332873,58.28
