symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-10-25,7648.10,7716.70,7737.35,7415.10,7532.90,7521.65,7534.94,287311,21648.72,53324,103227,35.93
ADANIPORTS,EQ,2024-10-25,1354.40,1360.00,1368.00,1304.15,1323.00,1318.70,1318.68,2078274,27405.82,109779,934327,44.96
BEL,EQ,2024-10-25,271.35,271.00,276.00,257.45,275.55,272.35,267.26,40406841,107993.30,282604,12431628,30.77
BOSCHLTD,EQ,2024-10-25,36049.10,36196.45,36575.00,35370.30,36000.00,35931.95,35797.68,16693,5975.71,8474,4740,28.40
CUMMINSIND,EQ,2024-10-25,3397.10,3397.10,3429.00,3311.20,3370.00,3370.15,3360.47,267615,8993.11,42004,107567,40.19
DIXON,EQ,2024-10-25,15055.30,15900.00,15900.00,13062.30,13939.00,13937.20,13885.86,4173607,579541.43,511275,816259,19.56
DLF,EQ,2024-10-25,801.40,805.00,807.75,766.60,777.70,777.00,778.26,3787373,29475.49,132540,1260476,33.28
DMART,EQ,2024-10-25,4060.10,4061.95,4125.00,3985.45,4040.00,4052.20,4057.22,423224,17171.13,80978,190343,44.97
HAL,EQ,2024-10-25,4197.15,4200.00,4218.90,4075.20,4182.00,4165.60,4142.93,1520490,62992.82,137351,650086,42.76
HINDALCO,EQ,2024-10-25,690.70,694.50,694.90,668.45,678.50,678.75,677.52,4091651,27721.58,145098,1598801,39.07
INDHOTEL,EQ,2024-10-25,667.00,672.65,695.35,656.45,690.00,691.25,679.46,5954183,40456.28,107861,2714608,45.59
INDIGO,EQ,2024-10-25,4519.85,4546.20,4558.45,4315.00,4373.70,4366.10,4399.88,1328953,58472.31,107039,803582,60.47
LT,EQ,2024-10-25,3442.65,3425.00,3435.00,3315.05,3337.00,3326.40,3343.80,3236774,108231.21,256194,1828655,56.50
MANAPPURAM,EQ,2024-10-25,148.20,148.20,148.70,141.50,145.35,145.22,144.45,8647660,12491.27,70669,2819034,32.60
MARUTI,EQ,2024-10-25,11763.70,11763.60,11794.30,11440.00,11490.00,11502.85,11523.43,624582,71973.28,115797,355332,56.89
PAYTM,EQ,2024-10-25,764.45,765.00,768.00,714.00,742.00,744.45,740.32,18746220,138782.05,338653,3455013,18.43
PGEL,EQ,2024-10-25,592.10,589.95,591.85,546.95,581.00,566.00,562.89,1219256,6863.11,57262,621875,51.00
SBIN,EQ,2024-10-25,794.55,798.00,800.75,772.00,782.85,780.95,782.04,9717125,75991.90,260505,2942126,30.28
SUZLON,EQ,2024-10-25,69.15,69.88,70.30,66.00,67.59,67.47,67.18,49452859,33221.27,223983,23581587,47.68
TRENT,EQ,2024-10-25,7488.00,7450.00,7511.20,7064.05,7360.35,7361.45,7273.64,590268,42933.96,72272,265401,44.96
