symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2010-04-06,533449,219234,41.10
BEL,EQ,2010-04-06,389401,270179,69.38
BOSCHLTD,EQ,2010-04-06,26116,24295,93.03
CUMMINSIND,EQ,2010-04-06,165063,124929,75.69
DLF,EQ,2010-04-06,8169299,2080840,25.47
HINDALCO,EQ,2010-04-06,4279282,1184131,27.67
INDHOTEL,EQ,2010-04-06,1664755,467185,28.06
INDHOTEL,N4,2010-04-06,768,200,26.04
LT,EQ,2010-04-06,1563743,991619,63.41
MARUTI,EQ,2010-04-06,343707,122803,35.73
SBIN,EQ,2010-04-06,1235930,587871,47.57
SUZLON,EQ,2010-04-06,23470673,5268202,22.45
TRENT,EQ,2010-04-06,56217,52256,92.95
