symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2010-04-16,330180,232092,70.29
BEL,EQ,2010-04-16,67458,24700,36.62
BOSCHLTD,EQ,2010-04-16,43260,11682,27.00
CUMMINSIND,EQ,2010-04-16,106808,53524,50.11
DLF,EQ,2010-04-16,9160602,2096637,22.89
HINDALCO,EQ,2010-04-16,6664000,2546135,38.21
INDHOTEL,EQ,2010-04-16,1311998,531384,40.50
INDHOTEL,N4,2010-04-16,60,58,96.67
LT,EQ,2010-04-16,1095293,645463,58.93
MARUTI,EQ,2010-04-16,220122,50634,23.00
SBIN,EQ,2010-04-16,946618,295006,31.16
SUZLON,EQ,2010-04-16,16103729,5828920,36.20
TRENT,EQ,2010-04-16,1553,779,50.16
