symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2013-02-28,30819,14317,46.46
ADANIPORTS,EQ,2013-02-28,4173623,2321407,55.62
BEL,EQ,2013-02-28,9142,4370,47.80
BOSCHLTD,EQ,2013-02-28,3757,3159,84.08
CUMMINSIND,EQ,2013-02-28,101635,76320,75.09
DLF,EQ,2013-02-28,17918677,5335119,29.77
HINDALCO,EQ,2013-02-28,14636637,8716452,59.55
INDHOTEL,EQ,2013-02-28,1335302,886369,66.38
LT,EQ,2013-02-28,3809174,1995390,52.38
MANAPPURAM,EQ,2013-02-28,1746045,1180826,67.63
MARUTI,EQ,2013-02-28,2957853,2244859,75.89
PGEL,EQ,2013-02-28,406,406,100.00
SBIN,EQ,2013-02-28,5872959,1950327,33.21
SBIN,N1,2013-02-28,59,59,100.00
SBIN,N2,2013-02-28,25,25,100.00
SBIN,N3,2013-02-28,125,116,92.80
SBIN,N5,2013-02-28,124,122,98.39
SUZLON,EQ,2013-02-28,320764797,106328317,33.15
TRENT,EQ,2013-02-28,9458,4857,51.35
