symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2016-05-17,1259.25,1263.70,-0.0035,0.0176,,0.3267
ADANIPORTS,2016-05-17,183.25,185.80,-0.0138,0.0333,,0.6209
BEL,2016-05-17,1132.55,1134.75,-0.0019,0.0150,,0.2789
BOSCHLTD,2016-05-17,21603.30,21363.60,0.0112,0.0212,,0.3955
CUMMINSIND,2016-05-17,850.05,850.30,-0.0003,0.0170,,0.3152
DLF,2016-05-17,124.10,124.35,-0.0020,0.0280,,0.5197
HINDALCO,2016-05-17,89.10,89.80,-0.0078,0.0303,,0.5617
INDHOTEL,2016-05-17,115.35,115.80,-0.0039,0.0210,,0.3897
INDIGO,2016-05-17,1049.95,1030.50,0.0187,0.0232,,0.4394
LT,2016-05-17,1291.10,1283.25,0.0061,0.0154,,0.2866
MANAPPURAM,2016-05-17,48.80,47.75,0.0218,0.0488,,0.9094
MARUTI,2016-05-17,3950.70,3881.60,0.0176,0.0166,,0.3191
PGEL,2016-05-17,125.50,125.60,-0.0008,0.0314,,0.5808
SBIN,2016-05-17,176.85,176.80,0.0003,0.0240,,0.4451
SUZLON,2016-05-17,15.15,14.95,0.0133,0.0256,,0.4776
TRENT,2016-05-17,1770.55,1770.25,0.0002,0.0165,,0.3057
