symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2023-03-03,446442,265555,59.48
ADANIPORTS,EQ,2023-03-03,42832968,8057500,18.81
BEL,EQ,2023-03-03,7938348,4405000,55.49
BOSCHLTD,EQ,2023-03-03,20886,8822,42.24
CUMMINSIND,EQ,2023-03-03,431101,217352,50.42
DIXON,EQ,2023-03-03,286611,96602,33.70
DLF,EQ,2023-03-03,3121845,1170475,37.49
DMART,EQ,2023-03-03,264633,166778,63.02
HAL,EQ,2023-03-03,1272566,263362,20.70
HINDALCO,EQ,2023-03-03,5102333,1568308,30.74
INDHOTEL,EQ,2023-03-03,2452201,951585,38.81
INDIGO,EQ,2023-03-03,272832,93762,34.37
LT,EQ,2023-03-03,1821066,1207557,66.31
MANAPPURAM,EQ,2023-03-03,7839334,5345569,68.19
MARUTI,EQ,2023-03-03,437977,299304,68.34
PAYTM,EQ,2023-03-03,4881471,1286641,26.36
PGEL,EQ,2023-03-03,63715,36532,57.34
SBIN,EQ,2023-03-03,27656538,11581862,41.88
SUZLON,EQ,2023-03-03,96295154,28772252,29.88
TRENT,EQ,2023-03-03,568928,329967,58.00
