symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2023-10-26,302100,161603,53.49
ADANIPORTS,EQ,2023-10-26,3855358,1672594,43.38
BEL,EQ,2023-10-26,18167694,10712203,58.96
BOSCHLTD,EQ,2023-10-26,23748,13222,55.68
CUMMINSIND,EQ,2023-10-26,694676,446851,64.33
DIXON,EQ,2023-10-26,433669,160890,37.10
DLF,EQ,2023-10-26,4361390,2347571,53.83
DMART,EQ,2023-10-26,289964,169509,58.46
HAL,EQ,2023-10-26,1478145,665080,44.99
HINDALCO,EQ,2023-10-26,6625855,3315428,50.04
INDHOTEL,EQ,2023-10-26,6679568,4166063,62.37
INDIGO,EQ,2023-10-26,755290,521643,69.07
LT,EQ,2023-10-26,3286109,2316267,70.49
MANAPPURAM,EQ,2023-10-26,15163861,6578553,43.38
MARUTI,EQ,2023-10-26,506129,290069,57.31
PAYTM,EQ,2023-10-26,3276337,1481891,45.23
PGEL,EQ,2023-10-26,113593,45598,40.14
SBIN,EQ,2023-10-26,19424825,8700995,44.79
TRENT,EQ,2023-10-26,966275,516744,53.48
