symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2023-10-04,438394,277121,63.21
ADANIPORTS,EQ,2023-10-04,4096647,1112741,27.16
BEL,EQ,2023-10-04,14912053,8706641,58.39
BOSCHLTD,EQ,2023-10-04,15586,5705,36.60
CUMMINSIND,EQ,2023-10-04,659803,321450,48.72
DIXON,EQ,2023-10-04,333803,126191,37.80
DLF,EQ,2023-10-04,4940218,2262931,45.81
DMART,EQ,2023-10-04,1737108,744502,42.86
HAL,EQ,2023-10-04,1825706,914978,50.12
HINDALCO,EQ,2023-10-04,3302259,1359357,41.16
INDHOTEL,EQ,2023-10-04,2906086,1720612,59.21
INDIGO,EQ,2023-10-04,542952,314202,57.87
LT,EQ,2023-10-04,3100946,2083793,67.20
MANAPPURAM,EQ,2023-10-04,16852331,6615739,39.26
MARUTI,EQ,2023-10-04,407793,200865,49.26
PAYTM,EQ,2023-10-04,1213688,377380,31.09
PGEL,EQ,2023-10-04,105493,65710,62.29
SBIN,EQ,2023-10-04,24914612,12145737,48.75
SUZLON,EQ,2023-10-04,346015638,114787002,33.17
TRENT,EQ,2023-10-04,551771,326175,59.11
