symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2025-05-14,5635.00,5636.50,-0.0003,0.0230,0.0229,0.4375
ADANIPORTS,2025-05-14,1371.70,1369.20,0.0018,0.0247,0.0247,0.4719
BEL,2025-05-14,344.35,335.75,0.0253,0.0227,0.0227,0.4337
BOSCHLTD,2025-05-14,31420.00,31145.00,0.0088,0.0154,0.0154,0.2942
CUMMINSIND,2025-05-14,2872.00,2879.40,-0.0026,0.0216,0.0215,0.4108
DIXON,2025-05-14,16121.00,16219.00,-0.0061,0.0273,0.0272,0.5197
DLF,2025-05-14,688.70,677.85,0.0159,0.0222,0.0222,0.4241
DMART,2025-05-14,4049.20,4064.10,-0.0037,0.0187,0.0187,0.3573
ETERNAL,2025-05-14,236.86,231.66,0.0222,0.0269,0.0269,0.5139
HAL,2025-05-14,4768.00,4609.80,0.0337,0.0246,0.0246,0.4700
HINDALCO,2025-05-14,650.55,634.75,0.0246,0.0204,0.0204,0.3897
INDHOTEL,2025-05-14,770.20,761.10,0.0119,0.0220,0.0219,0.4184
INDIGO,2025-05-14,5451.50,5521.00,-0.0127,0.0190,0.0190,0.3630
LT,2025-05-14,3573.10,3567.10,0.0017,0.0172,0.0172,0.3286
MANAPPURAM,2025-05-14,232.90,231.10,0.0078,0.0255,0.0254,0.4853
MARUTI,2025-05-14,12670.00,12482.00,0.0149,0.0138,0.0138,0.2636
PAYTM,2025-05-14,850.70,855.85,-0.0060,0.0345,0.0344,0.6572
PGEL,2025-05-14,833.00,846.90,-0.0165,0.0370,0.0370,0.7069
SBIN,2025-05-14,800.65,801.75,-0.0014,0.0165,0.0164,0.3133
SUZLON,2025-05-14,59.92,57.60,0.0395,0.0306,0.0307,0.5865
TRENT,2025-05-14,5362.00,5326.50,0.0066,0.0262,0.0261,0.4986
