,14-Jul-2025
The Nifty witnessed an intraday movement of about 149.15 points.The closing index was 0.27 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 99597.77
, Traded Quantity (in Lakhs), 55572
, Number of Trades, 32605514
, Total Market Capitalisation (Rs. Crores), 45530588.68

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     25149.85,     25149.50,     25151.10,     25001.95,     25082.30,-67.55
,NIFTY50 EQL Wgt,     31533.90,     31541.35,     31549.80,     31384.10,     31483.70,-50.2
,NIFTY100 EQL Wgt,     32797.00,     32808.20,     32902.60,     32714.05,     32857.05,60.05
,NIFTY100 LowVol30,     20102.80,     20113.65,     20126.60,     20018.55,     20091.65,-11.15
,NIFTY Alpha 50,     52167.65,     52181.20,     52672.25,     51862.50,     52619.95,452.3
,NIFTY MIDCAP 150,     21636.40,     21669.70,     21788.60,     21581.75,     21773.90,137.5
,NIFTY SMLCAP 50,      9061.30,      9074.85,      9179.10,      9051.20,      9164.20,102.9
,NIFTY SMLCAP 250,     17645.45,     17655.60,     17816.90,     17561.20,     17808.65,163.2
,NIFTY MIDSML 400,     20232.00,     20256.20,     20390.35,     20165.10,     20381.55,149.55
,NIFTY200 QUALTY30,     20808.00,     20807.40,     20824.70,     20711.90,     20790.55,-17.45
,Nifty FinSrv25 50,     28954.25,     29008.40,     29008.40,     28781.80,     28896.80,-57.45
,NIFTY AlphaLowVol,     26754.95,     26795.75,     26800.65,     26641.00,     26781.75,26.8
,Nifty200Momentm30,     30919.50,     30945.90,     31018.30,     30739.70,     30980.50,61
,Nifty100ESGSecLdr,      4204.80,      4204.65,      4204.95,      4182.45,      4196.45,-8.35
,NIFTY100 ESG,      4937.45,      4938.60,      4938.70,      4915.05,      4933.90,-3.55
,NIFTY M150 QLTY50,     24756.60,     24755.10,     24850.05,     24661.70,     24814.25,57.65
,NIFTY INDIA MFG,     14356.45,     14357.75,     14411.20,     14326.90,     14380.70,24.25
,Nifty200 Alpha 30,     25154.25,     25193.70,     25325.35,     24987.35,     25296.95,142.7
,NiftyM150Momntm50,     61862.40,     62065.45,     62248.45,     61618.00,     62144.40,282
,Nifty IT,     37693.25,     37643.35,     37664.20,     37016.10,     37273.70,-419.55
,Nifty Next 50,     67965.55,     67956.00,     68368.60,     67793.15,     68285.65,320.1
,Nifty Bank,     56754.70,     56780.75,     56896.30,     56594.25,     56765.35,10.65
,NIFTY MIDCAP 100,     58642.20,     58767.40,     59099.40,     58493.00,     59052.55,410.35
,Nifty 500,     23282.70,     23290.15,     23329.20,     23200.10,     23309.05,26.35
,Nifty 100,     25760.80,     25759.85,     25764.90,     25644.60,     25724.15,-36.65
,Nifty Midcap 50,     16482.90,     16528.35,     16639.80,     16452.00,     16620.30,137.4
,Nifty Realty,       962.90,       964.95,       977.65,       961.65,       976.25,13.35
,Nifty Infra,      9256.75,      9258.90,      9277.70,      9224.80,      9251.30,-5.45
,Nifty Energy,     36097.85,     36159.75,     36289.70,     36035.15,     36201.05,103.2
,Nifty FMCG,     55910.25,     55903.70,     56080.55,     55743.00,     56025.60,115.35
,Nifty MNC,     28939.85,     28985.10,     29080.95,     28901.80,     29059.95,120.1
,Nifty Pharma,     22225.90,     22166.50,     22502.30,     22118.65,     22410.35,184.45
,Nifty PSE,     10045.55,     10046.05,     10083.10,     10007.40,     10044.55,-1
,Nifty PSU Bank,      7025.75,      7030.85,      7138.75,      7019.50,      7076.70,50.95
,Nifty Serv Sector,     33143.25,     33157.20,     33157.20,     32943.30,     33066.75,-76.5
,India VIX,11.8175,11.8175,12.4200,11.8175,11.9800,0.1625
,Nifty Auto,     23493.80,     23518.50,     23598.25,     23447.80,     23552.00,58.2
,Nifty Metal,      9382.85,      9379.65,      9472.80,      9352.55,      9407.95,25.1
,Nifty Media,      1704.30,      1702.55,      1732.75,      1688.30,      1727.50,23.2
,NIFTY SMLCAP 100,     18763.45,     18789.20,     18965.10,     18702.95,     18954.95,191.5
,Nifty 200,     14036.60,     14041.30,     14055.70,     13988.10,     14036.80,.2
,Nifty Div Opps 50,      6069.80,      6070.55,      6075.90,      6038.65,      6060.50,-9.3
,Nifty Commodities,      8918.60,      8922.65,      8975.55,      8904.40,      8937.25,18.65
,Nifty Consumption,     11621.35,     11625.00,     11679.05,     11590.85,     11665.60,44.25
,Nifty Fin Service,     26853.10,     26886.90,     26886.90,     26703.10,     26802.25,-50.85
,Nifty50 Div Point,       133.28,       133.28,       133.28,       133.28,       133.28,0
,Nifty100 Liq 15,      7071.20,      7071.50,      7078.15,      7039.15,      7056.90,-14.3
,Nifty CPSE,      6576.40,      6577.60,      6603.40,      6559.20,      6586.95,10.55
,Nifty GrowSect 15,     11534.90,     11507.80,     11517.90,     11444.55,     11506.10,-28.8
,Nifty50 PR 2x Lev,     14010.45,     14003.80,     14003.80,     13840.35,     13929.00,-81.45
,Nifty50 PR 1x Inv,       203.20,       203.30,       204.50,       203.30,       203.85,.65
,Nifty50 TR 2x Lev,     20771.35,     20761.55,     20761.55,     20519.20,     20650.60,-120.75
,Nifty50 TR 1x Inv,       167.05,       167.10,       168.10,       167.10,       167.55,.5
,Nifty50 Value 20,     12754.25,     12765.15,     12766.80,     12658.05,     12709.15,-45.1
,Nifty Mid Liq 15,     15206.80,     15263.55,     15402.45,     15200.70,     15367.40,160.6
,Nifty Pvt Bank,     28075.20,     28114.60,     28129.90,     27960.60,     28060.70,-14.5
,NIFTY100 Qualty30,      5632.55,      5626.30,      5627.65,      5593.90,      5610.80,-21.75
,Nifty GS 8 13Yr,      2941.01,      2941.55,      2942.78,      2939.31,      2940.70,-.31
,Nifty GS 10Yr,      2604.15,      2604.61,      2605.53,      2603.22,      2603.99,-.16
,Nifty GS 10Yr Cln,       915.71,       915.71,       916.04,       915.22,       915.50,-.21
,Nifty GS 4 8Yr,      3172.98,      3173.56,      3173.91,      3173.01,      3173.17,.19
,Nifty GS 11 15Yr,      3233.48,      3234.09,      3237.67,      3233.80,      3237.45,3.97
,Nifty GS 15YrPlus,      3501.87,      3502.54,      3512.66,      3500.90,      3510.40,8.53
,Nifty GS Compsite,      3029.82,      3030.38,      3031.81,      3028.78,      3031.10,1.28
,NIFTY HEALTHCARE,     14463.75,     14440.55,     14674.90,     14415.65,     14607.70,143.95
,NIFTY CONSR DURBL,     38099.35,     38117.70,     38468.45,     38041.20,     38435.70,336.35
,NIFTY OIL AND GAS,     11759.50,     11771.95,     11810.65,     11715.65,     11755.55,-3.95
,NIFTY500 MULTICAP,     16298.30,     16306.65,     16361.30,     16239.05,     16350.60,52.3
,NIFTY LARGEMID250,     16319.40,     16331.70,     16373.10,     16269.30,     16359.75,40.35
,NIFTY MID SELECT,     13026.85,     13072.25,     13187.75,     13011.60,     13169.00,142.15
,NIFTY TOTAL MKT,     13111.00,     13115.45,     13137.70,     13062.50,     13126.00,15
,NIFTY MICROCAP250,     24228.50,     24247.55,     24302.30,     24047.70,     24263.15,34.65
,NIFTY IND DIGITAL,      9000.70,      8997.30,      9057.05,      8929.70,      9050.75,50.05
,Nifty Tata 25 Cap,     14972.90,     14975.85,     14982.70,     14863.55,     14928.15,-44.75
,Nifty MidSml Hlth,     43933.00,     43912.55,     44858.85,     43887.70,     44788.55,855.55
,Nifty Multi Mfg,     15192.50,     15199.35,     15272.30,     15173.25,     15253.40,60.9
,Nifty Multi Infra,     14334.25,     14354.45,     14391.75,     14305.10,     14373.45,39.2
,BHARATBOND-APR30,      1532.48,      1532.78,      1532.97,      1532.75,      1532.97,.49
,BHARATBOND-APR31,      1397.23,      1397.49,      1397.79,      1397.48,      1397.75,.52
,BHARATBOND-APR32,      1273.67,      1273.91,      1273.91,      1273.58,      1273.58,-.09
,BHARATBOND-APR33,      1238.15,      1238.39,      1238.39,      1238.38,      1238.38,.23
,Nifty Ind Defence,      8512.30,      8486.00,      8497.95,      8399.55,      8439.85,-72.45
,Nifty Ind Tourism,      9276.75,      9268.70,      9307.50,      9244.10,      9293.90,17.15
,Nifty Capital Mkt,      4477.00,      4502.10,      4556.40,      4488.30,      4536.30,59.3
,Nifty500Momentm50,     53241.30,     53320.90,     53488.60,     52890.55,     53436.55,195.25
,NiftyMS400 MQ 100,     49947.25,     50115.05,     50251.85,     49739.65,     50171.10,223.85
,NiftySml250MQ 100,     47678.90,     47715.15,     48171.55,     47424.95,     48139.40,460.5
,Nifty Top 10 EW,      9772.35,      9773.00,      9774.35,      9689.80,      9722.55,-49.8
,Nifty AQL 30,     22432.10,     22495.45,     22495.45,     22322.95,     22409.75,-22.35
,Nifty AQLV 30,     20585.20,     20600.40,     20608.10,     20510.15,     20565.50,-19.7
,Nifty EV,      2894.25,      2902.45,      2917.25,      2890.05,      2914.65,20.4
,Nifty HighBeta 50,      3799.50,      3800.90,      3838.70,      3787.00,      3826.90,27.4
,Nifty New Consump,     11558.15,     11567.10,     11642.60,     11529.05,     11632.95,74.8
,Nifty Corp MAATR,     36640.40,     36632.90,     36829.80,     36508.55,     36646.45,6.05
,Nifty Low Vol 50,     25146.90,     25197.35,     25198.10,     25040.30,     25116.65,-30.25
,Nifty Mobility,     20779.80,     20819.00,     20896.20,     20754.00,     20866.55,86.75
,Nifty Qlty LV 30,     17160.50,     17210.55,     17210.55,     17084.15,     17135.25,-25.25
,Nifty Sml250 Q50,     28064.10,     28104.10,     28296.15,     27975.45,     28273.55,209.45
,Nifty Top 15 EW,     10340.55,     10335.75,     10335.75,     10262.45,     10294.90,-45.65
,Nifty100 Alpha 30,     18151.85,     18116.85,     18210.45,     18041.10,     18186.65,34.8
,Nifty100 Enh ESG,      4973.90,      4974.95,      4975.05,      4950.80,      4969.75,-4.15
,Nifty200 Value 30,     13145.60,     13154.10,     13246.75,     13114.75,     13182.05,36.45
,Nifty500 EW,     14525.70,     14532.65,     14614.75,     14458.40,     14609.45,83.75
,Nifty Multi MQ 50,     42720.35,     42692.70,     42796.20,     42440.80,     42716.00,-4.35
,Nifty500 Value 50,     14182.95,     14193.80,     14293.35,     14150.85,     14239.55,56.6
,Nifty Top 20 EW,      9180.70,      9179.40,      9179.80,      9116.55,      9141.05,-39.65
,Nifty CoreHousing,     16360.35,     16368.95,     16455.45,     16355.65,     16430.70,70.35
,Nifty FinSerExBnk,     29956.35,     30029.40,     30102.05,     29776.65,     29989.95,33.6
,Nifty Housing,     11524.20,     11533.65,     11573.70,     11504.20,     11548.80,24.6
,Nifty IPO,      2082.40,      2086.55,      2105.55,      2071.55,      2104.35,21.95
,Nifty MS Fin Serv,     18384.35,     18463.90,     18629.55,     18355.45,     18569.40,185.05
,Nifty MS Ind Cons,     19689.30,     19711.45,     19947.60,     19691.60,     19934.90,245.6
,Nifty MS IT Telcm,     10178.85,     10166.90,     10260.75,     10090.25,     10240.20,61.35
,Nifty NonCyc Cons,     16039.45,     16045.70,     16110.90,     15986.80,     16097.30,57.85
,Nifty Rural,     14980.30,     14983.30,     15016.60,     14932.15,     15003.70,23.4
,Nifty Shariah 25,      8276.00,      8270.40,      8272.70,      8222.40,      8250.60,-25.4
,Nifty Trans Logis,     22998.75,     23040.30,     23157.55,     22956.90,     23125.05,126.3
,Nifty50 Shariah,      4745.75,      4745.40,      4748.35,      4714.25,      4726.05,-19.7
,Nifty500 LMS Eql,     18026.95,     18039.45,     18122.40,     17961.45,     18112.50,85.55
,Nifty500 Shariah,      7150.30,      7153.05,      7167.35,      7128.75,      7163.60,13.3
,Nifty500 Qlty50,     19794.85,     19802.10,     19895.65,     19741.20,     19845.70,50.85
,Nifty500 LowVol50,     21757.25,     21769.30,     21769.30,     21653.55,     21723.60,-33.65
,Nifty500 MQVLv50,     31515.15,     31603.35,     31664.00,     31448.20,     31592.70,77.55

,ADVANCES,1379
,DECLINES,1539
,UNCHANGED,83

,Total securities that have hit their price bands today,194

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,OLAELEC,EQ,        39.80,        47.07,18.27,2675.57
,JPPOWER,EQ,        23.63,        27.23,15.23,2655.31
,BSE,EQ,      2371.10,      2460.70,3.78,1862.87
,NEULANDLAB,EQ,     12301.00,     14548.00,18.27,1672.4
,RELIANCE,EQ,      1495.20,      1483.70,-0.77,1534.15
,INFY,EQ,      1594.90,      1570.30,-1.54,1439.67
,ETERNAL,EQ,       263.35,       270.60,2.75,1360.13
,HDFCBANK,EQ,      1983.70,      1983.00,-0.04,1295.01
,TCS,EQ,      3266.00,      3222.70,-1.33,1265.38
