,23-Jul-2025
The Nifty witnessed an intraday movement of about 148 points.The closing index was 0.63 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 93826.24
, Traded Quantity (in Lakhs), 34959.87
, Number of Trades, 30354172
, Total Market Capitalisation (Rs. Crores), 45775326.25

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     25060.90,     25139.35,     25233.50,     25085.50,     25219.90,159
,NIFTY50 EQL Wgt,     31464.40,     31536.45,     31632.35,     31487.55,     31616.95,152.55
,NIFTY100 EQL Wgt,     32842.90,     32915.20,     32970.80,     32793.80,     32957.35,114.45
,NIFTY100 LowVol30,     20026.60,     20075.90,     20131.85,     20021.70,     20123.85,97.25
,NIFTY Alpha 50,     52849.75,     53086.40,     53100.85,     52474.50,     52988.15,138.4
,NIFTY MIDCAP 150,     21884.05,     21925.60,     21957.60,     21789.00,     21949.25,65.2
,NIFTY SMLCAP 50,      9132.65,      9152.35,      9158.55,      9069.80,      9133.45,.8
,NIFTY SMLCAP 250,     17829.25,     17869.60,     17877.45,     17745.05,     17852.90,23.65
,NIFTY MIDSML 400,     20456.15,     20497.65,     20510.80,     20364.60,     20504.95,48.8
,NIFTY200 QUALTY30,     20749.80,     20788.10,     20816.20,     20662.30,     20758.50,8.7
,Nifty FinSrv25 50,     28971.60,     29044.10,     29201.55,     28945.90,     29192.45,220.85
,NIFTY AlphaLowVol,     26642.60,     26708.40,     26775.05,     26615.45,     26762.25,119.65
,Nifty200Momentm30,     31066.30,     31161.70,     31208.00,     30965.55,     31198.40,132.1
,Nifty100ESGSecLdr,      4205.60,      4218.70,      4233.50,      4208.20,      4230.70,25.1
,NIFTY100 ESG,      4947.60,      4957.20,      4978.05,      4947.30,      4974.40,26.8
,NIFTY M150 QLTY50,     24951.85,     25012.90,     25024.40,     24843.30,     24962.20,10.35
,NIFTY INDIA MFG,     14387.00,     14422.15,     14474.00,     14392.45,     14464.40,77.4
,Nifty200 Alpha 30,     25436.50,     25547.40,     25587.65,     25355.10,     25571.60,135.1
,NiftyM150Momntm50,     62406.85,     62604.90,     62764.40,     62195.70,     62716.95,310.1
,Nifty IT,     36858.90,     36958.30,     37086.60,     36745.20,     36951.50,92.6
,Nifty Next 50,     68253.90,     68371.75,     68408.65,     67946.00,     68363.00,109.1
,Nifty Bank,     56756.00,     56918.15,     57249.00,     56715.80,     57210.45,454.45
,NIFTY MIDCAP 100,     59103.40,     59209.20,     59331.45,     58813.70,     59307.10,203.7
,Nifty 500,     23320.90,     23382.40,     23435.55,     23296.00,     23428.40,107.5
,Nifty 100,     25703.90,     25778.15,     25857.00,     25708.80,     25846.00,142.1
,Nifty Midcap 50,     16621.15,     16648.85,     16702.50,     16544.75,     16694.15,73
,Nifty Realty,       996.05,       986.90,       987.40,       965.90,       970.20,-25.85
,Nifty Infra,      9141.55,      9177.15,      9216.50,      9136.00,      9209.80,68.25
,Nifty Energy,     36198.50,     36276.95,     36340.50,     36171.40,     36302.95,104.45
,Nifty FMCG,     56003.95,     56163.75,     56221.30,     55586.65,     55710.35,-293.6
,Nifty MNC,     29237.95,     29312.70,     29346.55,     29166.25,     29280.55,42.6
,Nifty Pharma,     22307.20,     22326.05,     22436.05,     22297.40,     22417.45,110.25
,Nifty PSE,      9988.30,     10013.15,     10038.55,      9959.60,     10028.00,39.7
,Nifty PSU Bank,      7006.35,      7007.80,      7057.25,      6960.65,      7037.50,31.15
,Nifty Serv Sector,     33193.50,     33279.80,     33512.95,     33214.25,     33481.55,288.05
,India VIX,10.7525,10.7525,10.7525,10.2200,10.5150,-0.2375
,Nifty Auto,     23875.85,     23935.55,     24157.20,     23928.20,     24079.40,203.55
,Nifty Metal,      9533.30,      9558.20,      9594.85,      9519.40,      9579.05,45.75
,Nifty Media,      1733.60,      1733.00,      1739.55,      1711.15,      1717.30,-16.3
,NIFTY SMLCAP 100,     18893.35,     18934.40,     18948.45,     18775.10,     18893.20,-.15
,Nifty 200,     14029.75,     14067.65,     14107.50,     14021.45,     14102.30,72.55
,Nifty Div Opps 50,      6018.45,      6028.60,      6047.20,      6008.05,      6040.00,21.55
,Nifty Commodities,      8925.25,      8949.95,      8965.10,      8915.25,      8958.30,33.05
,Nifty Consumption,     11801.50,     11818.55,     11850.25,     11794.90,     11839.10,37.6
,Nifty Fin Service,     26990.45,     27063.10,     27227.85,     26987.10,     27215.85,225.4
,Nifty50 Div Point,       149.00,       149.00,       149.00,       149.00,       149.00,0
,Nifty100 Liq 15,      7053.80,      7078.35,      7132.65,      7074.25,      7126.95,73.15
,Nifty CPSE,      6580.80,      6591.75,      6606.75,      6565.95,      6591.50,10.7
,Nifty GrowSect 15,     11551.80,     11580.30,     11608.25,     11548.75,     11570.70,18.9
,Nifty50 PR 2x Lev,     13887.80,     13972.55,     14076.80,     13913.30,     14061.85,174.05
,Nifty50 PR 1x Inv,       204.25,       203.60,       204.05,       202.85,       202.95,-1.3
,Nifty50 TR 2x Lev,     20615.55,     20741.40,     20896.10,     20653.40,     20873.90,258.35
,Nifty50 TR 1x Inv,       167.80,       167.30,       167.65,       166.65,       166.75,-1.05
,Nifty50 Value 20,     12729.90,     12764.10,     12827.85,     12749.60,     12804.90,75
,Nifty Mid Liq 15,     15556.05,     15594.95,     15624.50,     15503.05,     15604.10,48.05
,Nifty Pvt Bank,     27845.45,     27943.60,     28076.40,     27838.45,     28036.95,191.5
,NIFTY100 Qualty30,      5586.70,      5599.80,      5606.10,      5576.15,      5598.85,12.15
,Nifty GS 8 13Yr,      2946.31,      2946.84,      2947.63,      2946.30,      2946.74,.43
,Nifty GS 10Yr,      2607.61,      2608.06,      2608.18,      2606.77,      2607.22,-.39
,Nifty GS 10Yr Cln,       915.50,       915.50,       915.54,       915.04,       915.20,-.3
,Nifty GS 4 8Yr,      3181.62,      3182.20,      3183.01,      3182.12,      3182.59,.97
,Nifty GS 11 15Yr,      3244.71,      3245.31,      3245.39,      3243.45,      3245.23,.52
,Nifty GS 15YrPlus,      3532.67,      3533.34,      3533.34,      3530.37,      3530.37,-2.3
,Nifty GS Compsite,      3039.57,      3040.13,      3040.60,      3039.53,      3039.67,.1
,NIFTY HEALTHCARE,     14528.50,     14530.30,     14664.60,     14526.25,     14649.95,121.45
,NIFTY CONSR DURBL,     38806.30,     38951.30,     39075.55,     38701.85,     39040.75,234.45
,NIFTY OIL AND GAS,     11596.85,     11640.80,     11682.80,     11597.50,     11673.70,76.85
,NIFTY500 MULTICAP,     16369.75,     16410.35,     16436.00,     16335.70,     16432.30,62.55
