,25-Jul-2025
The Nifty witnessed an intraday movement of about 204 points.The closing index was 0.9 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 96122.81
, Traded Quantity (in Lakhs), 36025.67
, Number of Trades, 33212852
, Total Market Capitalisation (Rs. Crores), 44901481.69

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     25062.10,     25010.35,     25010.35,     24806.35,     24837.00,-225.1
,NIFTY50 EQL Wgt,     31447.65,     31352.20,     31360.70,     31068.15,     31128.45,-319.2
,NIFTY100 EQL Wgt,     32839.45,     32768.65,     32770.05,     32361.10,     32408.75,-430.7
,NIFTY100 LowVol30,     19974.55,     19952.10,     19953.10,     19846.95,     19895.50,-79.05
,NIFTY Alpha 50,     52799.80,     52561.85,     52617.50,     51884.70,     51939.95,-859.85
,NIFTY MIDCAP 150,     21856.15,     21812.05,     21821.05,     21479.90,     21501.60,-354.55
,NIFTY SMLCAP 50,      9014.95,      8986.00,      8991.95,      8818.15,      8828.85,-186.1
,NIFTY SMLCAP 250,     17734.70,     17703.20,     17703.85,     17352.50,     17379.95,-354.75
,NIFTY MIDSML 400,     20400.60,     20361.15,     20364.80,     20019.70,     20042.10,-358.5
,NIFTY200 QUALTY30,     20474.55,     20439.30,     20448.25,     20132.80,     20172.50,-302.05
,Nifty FinSrv25 50,     29003.30,     28925.30,     28925.30,     28611.95,     28740.75,-262.55
,NIFTY AlphaLowVol,     26597.80,     26527.20,     26554.45,     26412.45,     26465.55,-132.25
,Nifty200Momentm30,     30911.55,     30771.05,     30772.35,     30488.60,     30599.35,-312.2
,Nifty100ESGSecLdr,      4208.70,      4199.15,      4199.15,      4162.75,      4167.60,-41.1
,NIFTY100 ESG,      4954.25,      4943.25,      4943.90,      4892.25,      4899.90,-54.35
,NIFTY M150 QLTY50,     24757.40,     24742.75,     24757.55,     24344.10,     24368.05,-389.35
,NIFTY INDIA MFG,     14449.60,     14438.95,     14441.45,     14267.55,     14292.75,-156.85
,Nifty200 Alpha 30,     25360.20,     25246.10,     25312.65,     25019.55,     25071.40,-288.8
,NiftyM150Momntm50,     62396.35,     62313.95,     62327.15,     61383.80,     61444.05,-952.3
,Nifty IT,     36135.80,     35998.00,     36271.10,     35531.65,     35623.75,-512.05
,Nifty Next 50,     68207.30,     68098.60,     68130.30,     67059.65,     67146.65,-1060.65
,Nifty Bank,     57066.05,     57170.70,     57170.70,     56439.40,     56528.90,-537.15
,NIFTY MIDCAP 100,     58960.70,     58806.20,     58892.65,     57907.45,     58009.45,-951.25
,Nifty 500,     23301.10,     23255.25,     23255.25,     22993.00,     23014.80,-286.3
,Nifty 100,     25701.90,     25650.95,     25650.95,     25412.15,     25442.10,-259.8
,Nifty Midcap 50,     16566.85,     16519.00,     16567.95,     16299.70,     16334.55,-232.3
,Nifty Realty,       960.10,       957.00,       966.70,       947.90,       950.60,-9.5
,Nifty Infra,      9160.30,      9140.05,      9148.05,      9053.75,      9066.50,-93.8
