symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2019-10-31,1458.60,1448.15,0.0072,0.0221,,0.4108
ADANIPORTS,2019-10-31,395.80,398.05,-0.0057,0.0203,,0.3764
BEL,2019-10-31,118.15,119.35,-0.0101,0.0182,,0.3401
BOSCHLTD,2019-10-31,15304.80,15586.35,-0.0182,0.0255,,0.4795
CUMMINSIND,2019-10-31,544.40,554.10,-0.0177,0.0206,,0.3897
DIXON,2019-10-31,3019.95,2971.20,0.0163,0.0217,,0.4088
DLF,2019-10-31,183.30,181.55,0.0096,0.0321,,0.5961
DMART,2019-10-31,1994.65,1975.75,0.0095,0.0196,,0.3649
HAL,2019-10-31,762.95,780.20,-0.0224,0.0181,,0.3515
HINDALCO,2019-10-31,187.90,187.20,0.0037,0.0165,,0.3057
INDHOTEL,2019-10-31,152.00,150.00,0.0132,0.0208,,0.3897
INDIGO,2019-10-31,1456.85,1512.05,-0.0372,0.0369,,0.7050
LT,2019-10-31,1473.05,1474.30,-0.0008,0.0181,,0.3343
MANAPPURAM,2019-10-31,169.35,163.30,0.0364,0.0272,,0.5311
MARUTI,2019-10-31,7559.35,7556.85,0.0003,0.0240,,0.4451
PGEL,2019-10-31,41.30,42.20,-0.0216,0.0462,,0.8616
SBIN,2019-10-31,312.40,289.90,0.0747,0.0319,,0.6859
SUZLON,2019-10-31,2.65,2.65,0.0000,0.0408,,0.7566
TRENT,2019-10-31,541.65,537.80,0.0071,0.0194,,0.3611
