symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2019-10-24,1514.00,1536.45,-0.0147,0.0231,,0.4337
ADANIPORTS,2019-10-24,399.15,396.10,0.0077,0.0236,,0.4394
BEL,2019-10-24,115.95,113.95,0.0174,0.0200,,0.3802
BOSCHLTD,2019-10-24,14511.15,14600.95,-0.0062,0.0237,,0.4394
CUMMINSIND,2019-10-24,546.90,578.90,-0.0569,0.0173,,0.4165
DIXON,2019-10-24,3016.45,2986.35,0.0100,0.0240,,0.4471
DLF,2019-10-24,176.50,174.95,0.0088,0.0367,,0.6801
DMART,2019-10-24,1892.30,1900.75,-0.0045,0.0215,,0.3993
HAL,2019-10-24,718.10,715.30,0.0039,0.0138,,0.2560
HINDALCO,2019-10-24,181.35,185.10,-0.0205,0.0177,,0.3420
INDHOTEL,2019-10-24,151.35,150.40,0.0063,0.0239,,0.4432
INDIGO,2019-10-24,1664.95,1654.50,0.0063,0.0172,,0.3191
LT,2019-10-24,1432.25,1431.75,0.0003,0.0202,,0.3745
MANAPPURAM,2019-10-24,164.50,159.05,0.0337,0.0304,,0.5846
MARUTI,2019-10-24,7391.35,7440.20,-0.0066,0.0249,,0.4623
PGEL,2019-10-24,40.75,39.75,0.0248,0.0526,,0.9820
SBIN,2019-10-24,262.50,275.45,-0.0482,0.0286,,0.5751
SUZLON,2019-10-24,2.60,2.70,-0.0377,0.0458,,0.8674
TRENT,2019-10-24,537.50,526.10,0.0214,0.0212,,0.4050
