symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-04-09,33283,11200,33.65
ADANIPORTS,EQ,2015-04-09,1503986,473278,31.47
BEL,EQ,2015-04-09,137549,41008,29.81
BOSCHLTD,EQ,2015-04-09,19940,11809,59.22
CUMMINSIND,EQ,2015-04-09,156979,130372,83.05
DLF,EQ,2015-04-09,5155153,919444,17.84
HINDALCO,EQ,2015-04-09,6142066,2935276,47.79
INDHOTEL,D1,2015-04-09,2127,1907,89.66
INDHOTEL,EQ,2015-04-09,269573,161087,59.76
LT,EQ,2015-04-09,1135253,480849,42.36
MANAPPURAM,EQ,2015-04-09,633372,355728,56.16
MARUTI,EQ,2015-04-09,238584,133857,56.10
PGEL,EQ,2015-04-09,74045,65188,88.04
SBIN,EQ,2015-04-09,13471276,4404146,32.69
SBIN,N1,2015-04-09,37,22,59.46
SBIN,N3,2015-04-09,88,88,100.00
SBIN,N5,2015-04-09,331,319,96.37
SUZLON,EQ,2015-04-09,127159132,42486189,33.41
TRENT,EQ,2015-04-09,19501,13703,70.27
