,03-Jun-2014
The Nifty witnessed an intraday movement of about 82.8 points.The closing index was 0.72 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 21570.93
, Traded Quantity (in Lakhs), 13085.65
, Number of Trades, 9165687
, Total Market Capitalisation (Rs. Crores), 8485262.17

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,      7362.50,      7375.35,      7424.95,      7342.15,      7415.85,53.35
,CNX IT,      8981.95,      9007.80,      9039.00,      8913.95,      8976.40,-5.55
,CNX Nifty Junior,     15772.35,     15849.60,     15949.00,     15787.65,     15908.85,136.5
,BANK Nifty,     15287.25,     15335.85,     15414.05,     15148.50,     15257.50,-29.75
,CNX Midcap,     10366.60,     10400.90,     10478.15,     10379.95,     10457.40,90.8
,CNX 500,      5911.70,      5926.20,      5963.10,      5906.45,      5956.85,45.15
,CNX 100,      7311.35,      7327.45,      7375.80,      7295.40,      7365.85,54.5
,Nifty Midcap 50,      3145.55,      3157.30,      3169.30,      3130.65,      3166.40,20.85
,CNX Realty,       246.95,       247.75,       255.65,       246.65,       254.45,7.5
,CNX Infra,      3289.75,      3304.60,      3335.55,      3282.65,      3324.45,34.7
,CNX Energy,      9914.35,      9939.25,     10108.20,      9900.00,     10082.00,167.65
,CNX FMCG,     17689.20,     17600.95,     17686.00,     17502.50,     17600.80,-88.4
,CNX MNC,      7252.55,      7283.15,      7373.90,      7277.05,      7355.15,102.6
,CNX Pharma,      7615.20,      7610.75,      7637.45,      7571.85,      7579.05,-36.15
,CNX PSE,      3594.35,      3609.80,      3683.85,      3595.90,      3673.45,79.1
,CNX PSU Bank,      3812.15,      3842.05,      3864.80,      3766.80,      3796.85,-15.3
,CNX Service,      8902.05,      8936.30,      8955.00,      8857.25,      8925.65,23.6
,India VIX,16.4975,16.4975,16.8950,15.1625,15.7950,-0.7025
,CNX AUTO,      6470.55,      6475.80,      6525.90,      6454.80,      6509.30,38.75
,CNX Metal,      3158.75,      3181.15,      3318.05,      3181.15,      3311.80,153.05
,CNX Media,      1948.30,      1993.35,      1995.10,      1958.35,      1969.00,20.7
,CNX Smallcap,      4960.75,      4990.80,      5011.95,      4957.70,      5007.55,46.8
,CNX 200,      3753.60,      3762.40,      3786.45,      3746.75,      3781.70,28.1
,CNX Dividend Oppt,      2009.05,      2017.65,      2030.65,      2005.25,      2027.85,18.8
,CNX Commodities,      2929.30,      2942.00,      3029.85,      2941.85,      3026.90,97.6
,CNX Consumption,      2839.20,      2851.80,      2853.35,      2827.45,      2846.40,7.2
,CNX Finance,      6135.95,      6156.00,      6187.90,      6105.90,      6157.30,21.35
,Nifty Dividend,        12.52,        22.40,        22.40,        22.40,        22.40,9.88
,LIX 15,      3416.55,      3431.75,      3477.95,      3419.70,      3472.85,56.3
,CPSE Index,      2493.15,      2502.70,      2538.50,      2492.25,      2530.25,37.1
,NI15,      3881.70,      3883.65,      3888.40,      3850.90,      3869.15,-12.55

,ADVANCES,981
,DECLINES,572
,UNCHANGED,61

,Total securities that have hit their price bands today,313

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,      2644.70,      2645.20,0.02,832.23
,TATASTEEL,EQ,       492.90,       526.80,6.88,643.83
,JINDALSTEL,EQ,       311.95,       321.55,3.08,574.83
,ICICIBANK,EQ,      1464.20,      1458.35,-0.4,524.14
,LT,EQ,      1646.00,      1653.35,0.45,464.63
,SSLT,EQ,       280.00,       297.95,6.41,432.32
,RELCAPITAL,EQ,       581.95,       590.65,1.49,427.82
,DLF,EQ,       209.35,       219.50,4.85,406.61
,TATAMOTORS,EQ,       420.75,       420.90,0.04,371.18
,YESBANK,EQ,       575.65,       580.45,0.83,360
,HINDALCO,EQ,       150.05,       155.20,3.43,356.56
,COALINDIA,EQ,       373.35,       393.40,5.37,338.86
,HDFC,EQ,       896.35,       912.75,1.83,309.33
,BHEL,EQ,       248.60,       257.35,3.52,298.01
,ONGC,EQ,       399.55,       416.75,4.3,295.48
,ADANIENT,EQ,       481.00,       482.60,0.33,294.13
,RELIANCE,EQ,      1082.20,      1095.40,1.22,271.38
,JPASSOCIAT,EQ,        77.25,        77.80,0.71,265.82
,TCS,EQ,      2129.85,      2128.60,-0.06,264.41
,UNITECH,EQ,        28.60,        29.80,4.2,256.92
,INFY,EQ,      2993.15,      3017.20,0.8,256.55
,CANBK,EQ,       440.75,       439.00,-0.4,255.76
,ITC,EQ,       336.65,       333.40,-0.97,239.3
,NTPC,EQ,       159.25,       164.20,3.11,237.3
,AXISBANK,EQ,      1900.85,      1899.65,-0.06,228.72

,Top Five CNX Nifty Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,TATASTEEL,EQ,       526.80,       492.90,6.88
,SSLT,EQ,       297.95,       280.00,6.41
,COALINDIA,EQ,       393.40,       373.35,5.37
,GRASIM,EQ,      3327.50,      3160.45,5.29
,DLF,EQ,       219.50,       209.35,4.85

,Top Five CNX Nifty Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,DRREDDY,EQ,      2337.45,      2413.95,-3.17
,HCLTECH,EQ,      1348.30,      1382.80,-2.49
,GAIL,EQ,       381.60,       390.75,-2.34
,INDUSINDBK,EQ,       541.50,       552.40,-1.97
,KOTAKBANK,EQ,       873.20,       886.60,-1.51

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        36.30,                  5990908.60,168481
,3IINFOTECH,EQ,         9.20,                 12030553.20,1321824
,3MINDIA,EQ,      4313.95,                  2237411.85,511
,8KMILES,EQ,       133.70,                   605402.50,4528
,A2ZMES,EQ,        14.95,                  6453089.90,424922
,AARTIDRUGS,EQ,       407.45,                  4239399.10,10412
,AARTIIND,EQ,       161.85,                  3656901.00,22748
,AARVEEDEN,EQ,        39.10,                   158536.70,4011
,ABAN,EQ,       737.55,               1021794806.30,1378603
,ABB,EQ,       935.75,                 87863453.30,93815
,ABBOTINDIA,EQ,      1750.95,                  2127162.30,1214
,ABCIL,EQ,       158.35,                  3441544.30,21833
,ABGSHIP,EQ,       298.40,                 55413630.25,184747
,ACCELYA,EQ,       611.90,                 11334514.00,18420
,ACE,EQ,        29.10,                 11081526.70,377440
,ACROPETAL,EQ,         4.05,                   279103.70,68956
,ADANIPOWER,EQ,        61.65,                575477348.05,9328541
,ADFFOODS,EQ,        55.80,                  5240211.30,91930
,ADHUNIK,EQ,        53.15,                  6316253.05,119110
,ADORWELD,EQ,       182.55,                  3428257.35,19161
,ADSL,EQ,        21.30,                  1339233.40,64017
,ADVANIHOTR,EQ,        39.25,                    28603.00,728
,ADVANTA,EQ,       282.60,                108566419.10,385901
,AEGISCHEM,EQ,       187.80,                  4267270.00,22492
,AFL,EQ,        44.35,                    55513.25,1265
,AFTEK,BE,         7.75,                   977265.75,126013
,AGARIND,EQ,       164.30,                    48852.40,293
,AGCNET,EQ,        61.10,                  1365404.80,22455
,AGRITECH,BE,         7.70,                    22845.30,3020
,AGRODUTCH,EQ,         1.95,                      780.00,400
,AHLEAST,EQ,       194.30,                   237140.25,1203
,AHLUCONT,EQ,        86.00,                  9863884.10,113720
,AHLWEST,EQ,       107.65,                    32662.20,303
,AHMEDFORGE,EQ,       344.40,                 71039864.05,209775
,AIAENG,EQ,       761.25,                 45535186.15,59850
,AICHAMP,BE,        16.05,                     1605.00,100
,AIL,EQ,       499.80,                 36160361.55,72221
,AJANTPHARM,EQ,      1130.35,                126305786.15,112631
,AJMERA,BE,        75.85,                   814150.40,10854
,AKSHOPTFBR,BE,        21.10,                   524925.80,24878
,AKZOINDIA,EQ,       977.95,                 21772250.30,22099
,ALBK,EQ,       131.35,                981263175.80,7438162
,ALCHEM,EQ,        52.90,                   907543.50,17231
,ALEMBICLTD,EQ,        20.00,                  7586563.85,377032
,ALICON,EQ,       150.75,                   528741.60,3561
,ALKALI,EQ,        26.40,                   191358.85,7265
,ALKYLAMINE,EQ,       414.85,                   233370.75,570
,ALLCARGO,EQ,       195.35,                  2420031.35,12507
,ALLSEC,EQ,        29.05,                   290658.25,9844
,ALMONDZ,BE,         9.80,                      441.00,45
,ALOKTEXT,EQ,        10.35,                148882178.50,14365530
,ALPA,BE,         9.20,                    67194.20,7302
,ALPHAGEO,BE,       256.60,                  3906991.60,15226
,ALPSINDUS,EQ,         2.00,                     6597.90,3299
,ALSTOMT&D,EQ,       307.80,                 87680628.60,283834
,AMARAJABAT,EQ,       420.35,                300663606.15,719145
,AMARJOTHI,EQ,        85.60,                   375232.95,4194
,AMBIKCO,EQ,       338.55,                  1235306.50,3661
,AMDIND,EQ,        23.30,                  1291741.45,55646
,AMLSTEEL,EQ,         6.00,                    20221.55,3393
,AMRUTANJAN,EQ,       156.25,                  5905899.00,38128
,AMTEKAUTO,EQ,       201.40,                262922487.80,1328167
,AMTEKINDIA,EQ,        73.95,                225442669.95,3077912
,AMTL,EQ,        16.90,                    75137.40,4446
,ANANTRAJ,EQ,        69.80,                182084823.15,2626384
,ANDHRABANK,EQ,       100.30,               1072247344.05,10715845
,ANDHRACEMT,EQ,         9.85,                  1189977.95,121711
,ANDHRSUGAR,EQ,       140.10,                 31509064.60,228838
,ANGIND,BE,        13.10,                    41120.90,3139
,ANIKINDS,BE,        28.25,                   198495.05,6776
,ANKITMETAL,EQ,         8.80,                   395615.10,44323
,ANSALAPI,EQ,        32.70,                 29442557.10,918439
