symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2016-12-29,1028.05,1031.75,-0.0036,0.0086,,0.1605
ADANIPORTS,2016-12-29,264.65,268.50,-0.0144,0.0209,,0.3936
BEL,2016-12-29,1367.65,1359.00,0.0063,0.0167,,0.3114
BOSCHLTD,2016-12-29,20650.00,20172.00,0.0234,0.0195,,0.3783
CUMMINSIND,2016-12-29,808.75,812.05,-0.0041,0.0150,,0.2789
DLF,2016-12-29,110.40,107.50,0.0266,0.0341,,0.6438
HINDALCO,2016-12-29,154.75,153.60,0.0075,0.0266,,0.4948
INDHOTEL,2016-12-29,97.95,97.60,0.0036,0.0205,,0.3802
INDIGO,2016-12-29,815.55,829.80,-0.0173,0.0119,,0.2350
LT,2016-12-29,1339.20,1349.95,-0.0080,0.0111,,0.2082
MANAPPURAM,2016-12-29,66.50,65.85,0.0098,0.0418,,0.7757
MARUTI,2016-12-29,5314.80,5231.25,0.0158,0.0166,,0.3171
PGEL,2016-12-29,132.70,131.00,0.0129,0.0285,,0.5311
SBIN,2016-12-29,247.65,247.75,-0.0004,0.0180,,0.3343
SUZLON,2016-12-29,13.65,13.65,0.0000,0.0164,,0.3038
TRENT,2016-12-29,200.55,201.40,-0.0042,0.0216,,0.4012
