symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2016-12-26,1031.85,1026.40,0.0053,0.0092,,0.1719
ADANIPORTS,2016-12-26,260.00,262.90,-0.0111,0.0216,,0.4031
BEL,2016-12-26,1356.20,1384.95,-0.0210,0.0171,,0.3324
BOSCHLTD,2016-12-26,19318.25,19715.95,-0.0204,0.0187,,0.3592
CUMMINSIND,2016-12-26,792.35,797.75,-0.0068,0.0157,,0.2923
DLF,2016-12-26,105.15,113.75,-0.0786,0.0306,,0.6763
HINDALCO,2016-12-26,151.50,159.30,-0.0502,0.0251,,0.5216
INDHOTEL,2016-12-26,96.85,95.25,0.0167,0.0215,,0.4050
INDIGO,2016-12-26,828.60,825.05,0.0043,0.0131,,0.2426
LT,2016-12-26,1337.60,1337.45,0.0001,0.0117,,0.2159
MANAPPURAM,2016-12-26,58.80,61.00,-0.0367,0.0396,,0.7527
MARUTI,2016-12-26,5167.35,5197.15,-0.0058,0.0179,,0.3324
PGEL,2016-12-26,130.80,127.45,0.0259,0.0306,,0.5789
SBIN,2016-12-26,244.20,249.15,-0.0201,0.0184,,0.3534
SUZLON,2016-12-26,13.65,13.95,-0.0217,0.0166,,0.3248
TRENT,2016-12-26,196.00,196.15,-0.0008,0.0230,,0.4260
