,02-Jul-19,,,,,,
The Nifty witnessed an intraday movement of about 102.75 points.The closing index was 0.38 % up as compared to the previous closing index.,,,,,,,
,,,,,,,
, Traded Value (Rs. In Crores),26171.6,,,,,
, Traded Quantity (in Lakhs),13620.51,,,,,
, Number of Trades,9691017,,,,,
, Total Market Capitalisation (Rs. Crores),15136392.26,,,,,
,,,,,,,
,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,11865.6,11890.3,11917.45,11814.7,11910.3,44.7
,NIFTY50 EQL Wgt,12680.95,12698.4,12719.1,12616.95,12708.8,27.85
,NIFTY100 EQL Wgt,13338.85,13366.25,13374.4,13283.95,13364.45,25.6
,NIFTY100 LowVol30,8776.1,8792.8,8829.1,8762.6,8817.4,41.3
,NIFTY Alpha 50,12578.05,12622.25,12729.15,12555,12717.25,139.2
,NIFTY MIDCAP 150,6360.05,6378.2,6383.25,6334,6378.9,18.85
,NIFTY SMLCAP 50,3008.85,3017.7,3019.55,2994.55,3007.2,-1.65
,NIFTY SMLCAP 250,5163.45,5173.2,5175,5141.35,5156.4,-7.05
,NIFTY MIDSML 400,5935.4,5950.5,5952.55,5913.2,5944.7,9.3
,NIFTY200 QUALTY30,9512.25,9522.6,9580.9,9487.35,9571.9,59.65
,Nifty IT,15916.7,15952.9,16096.95,15886.45,16074.1,157.4
,Nifty Next 50,27471.75,27547.95,27577.55,27435.75,27562.85,91.1
,Nifty Bank,31372.2,31414.65,31431.35,31105.1,31283.3,-88.9
,NIFTY MIDCAP 100,17684.35,17736.85,17764.45,17598.35,17750.3,65.95
,Nifty 500,9713,9734.75,9750.05,9675.8,9744.85,31.85
,Nifty 100,11957.5,11983.45,12008.2,11910.7,12001.6,44.1
,Nifty Midcap 50,4891.95,4905.05,4917.2,4870.8,4913.8,21.85
,Nifty Realty,291.8,292.3,292.5,285.5,287.5,-4.3
,Nifty Infra,3388.95,3397.3,3408.85,3384.6,3406.7,17.75
,Nifty Energy,15964,16046.05,16136,15994.05,16121.7,157.7
,Nifty FMCG,29600.4,29663.35,29750.9,29568.75,29710.95,110.55
,Nifty MNC,13048.05,13064.8,13151.8,13035.55,13134.55,86.5
,Nifty Pharma,8178.8,8185.4,8198.3,8068,8101.65,-77.15
,Nifty PSE,3610.25,3622.35,3646.45,3618,3642.1,31.85
,Nifty PSU Bank,3218.1,3225.2,3230.9,3182.3,3200.6,-17.5
,Nifty Serv Sector,16996.2,17032.45,17068.9,16908.4,17056.65,60.45
,India VIX,14.6025,14.6025,14.8325,14.025,14.25,-0.3525
,Nifty Auto,8029.15,8017,8057.85,7959.95,8045.65,16.5
,Nifty Metal,2977.95,2978.35,2998.85,2958.4,2993.35,15.4
,Nifty Media,2092.75,2092.15,2116.35,2068.8,2089.35,-3.4
,NIFTY SMLCAP 100,6236.5,6253.3,6255.3,6205.2,6231.65,-4.85
,Nifty 200,6135.1,6148.95,6161,6111.3,6157.75,22.65
,Nifty Div Opps 50,2659.4,2665.75,2677.4,2657.15,2675.75,16.35
,Nifty Commodities,3615.65,3629.7,3653.85,3617.6,3650.55,34.9
,Nifty Consumption,4778,4784.25,4799.9,4765.75,4793.35,15.35
,Nifty Fin Service,13695.7,13720.35,13752,13615.95,13742.75,47.05
,Nifty50 Div Point,42.32,42.32,42.32,42.32,42.32,0
,Nifty100 Liq 15,4007.7,4009.35,4011.45,3976.3,4007.9,0.2
,Nifty CPSE,2320.7,2327.7,2357.7,2322.85,2355.05,34.35
,Nifty GrowSect 15,6016.15,6026.55,6029.3,5978.65,6009.5,-6.65
,Nifty50 PR 2x Lev,5214,5234.9,5257.55,5169,5252.5,38.5
,Nifty50 PR 1x Inv,388.45,387.7,390.15,386.85,387.05,-1.4
,Nifty50 TR 2x Lev,6688,6714.85,6743.85,6630.25,6737.35,49.35
,Nifty50 TR 1x Inv,343,342.35,344.5,341.6,341.75,-1.25
,Nifty50 Value 20,5456.35,5469.95,5494.8,5441.25,5489.6,33.25
,Nifty Mid Liq 15,4239.4,4252.2,4255.65,4217.2,4247.55,8.15
,Nifty Pvt Bank,17358.9,17386.45,17393.95,17189.1,17259.5,-99.4
,NIFTY100 Qualty30,2670.4,2673.25,2687.7,2661.4,2684.7,14.3
,Nifty GS 8 13Yr,1948.37,1948.75,1953.65,1948.75,1950.75,2.38
,Nifty GS 10Yr,1794.24,1794.58,1800.89,1794.58,1796.99,2.75
,Nifty GS 10Yr Cln,936.75,936.75,940.15,936.75,938.05,1.3
,Nifty GS 4 8Yr,2051.94,2052.34,2054.8,2052.34,2054.12,2.18
,Nifty GS 11 15Yr,2077.73,2078.14,2085.44,2078.14,2082.92,5.19
,Nifty GS 15YrPlus,2256.63,2257.08,2262.73,2257.08,2260.57,3.94
,Nifty GS Compsite,1977.53,1977.91,1983.45,1977.91,1980.58,3.05
,,,,,,,
,ADVANCES,836,,,,,
,DECLINES,951,,,,,
,UNCHANGED,109,,,,,
,,,,,,,
,Total securities that have hit their price bands today,292,,,,,
,,,,,,,
,TOP 25 Securities Today :,,,,,,
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs),
