symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2014-09-04,124372,29658,23.85
ADANIPORTS,EQ,2014-09-04,5686505,3547109,62.38
BEL,EQ,2014-09-04,83239,41070,49.34
BOSCHLTD,EQ,2014-09-04,5415,4259,78.65
CUMMINSIND,EQ,2014-09-04,412725,270162,65.46
DLF,EQ,2014-09-04,20251203,3583812,17.70
HINDALCO,EQ,2014-09-04,6861332,2754367,40.14
INDHOTEL,D1,2014-09-04,500,500,100.00
INDHOTEL,EQ,2014-09-04,517055,234713,45.39
LT,EQ,2014-09-04,1145054,561998,49.08
MANAPPURAM,EQ,2014-09-04,4988198,2126912,42.64
MARUTI,EQ,2014-09-04,254066,112992,44.47
MARUTI,IL,2014-09-04,7249,7249,100.00
PGEL,EQ,2014-09-04,60369,45556,75.46
SBIN,EQ,2014-09-04,1242886,416634,33.52
SBIN,N1,2014-09-04,3,3,100.00
SBIN,N2,2014-09-04,3,3,100.00
SBIN,N3,2014-09-04,55,49,89.09
SBIN,N5,2014-09-04,335,316,94.33
SUZLON,EQ,2014-09-04,4503537,2195925,48.76
TRENT,EQ,2014-09-04,30809,10708,34.76
