symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-04-18,41881,18368,43.86
ADANIPORTS,EQ,2016-04-18,5479038,3672318,67.02
BEL,EQ,2016-04-18,228991,122620,53.55
BOSCHLTD,EQ,2016-04-18,13785,5263,38.18
CUMMINSIND,EQ,2016-04-18,179126,120758,67.42
DLF,EQ,2016-04-18,11352407,2822883,24.87
HINDALCO,EQ,2016-04-18,11527074,4535529,39.35
INDHOTEL,EQ,2016-04-18,847893,734284,86.60
INDIGO,EQ,2016-04-18,622498,186479,29.96
LT,EQ,2016-04-18,1763010,798239,45.28
MANAPPURAM,EQ,2016-04-18,1525445,910143,59.66
MARUTI,EQ,2016-04-18,999621,672015,67.23
PGEL,EQ,2016-04-18,7242,5497,75.90
SBIN,EQ,2016-04-18,13985439,4213356,30.13
SBIN,N2,2016-04-18,22,12,54.55
SBIN,N5,2016-04-18,108,108,100.00
SBIN,N6,2016-04-18,65,65,100.00
SUZLON,EQ,2016-04-18,40194917,16981035,42.25
TRENT,EQ,2016-04-18,7286,3398,46.64
