symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2024-02-13,4464.85,4428.20,0.0082,0.0181,0.0181,0.3458
ADANIPORTS,2024-02-13,1264.90,1249.35,0.0124,0.0254,0.0253,0.4834
BEL,2024-02-13,176.60,174.65,0.0111,0.0180,0.0179,0.3420
BOSCHLTD,2024-02-13,26305.15,25238.60,0.0414,0.0133,0.0136,0.2598
CUMMINSIND,2024-02-13,2543.15,2567.30,-0.0095,0.0169,0.0168,0.3210
DIXON,2024-02-13,6295.65,6269.15,0.0042,0.0215,0.0215,0.4108
DLF,2024-02-13,829.40,807.60,0.0266,0.0194,0.0195,0.3725
DMART,2024-02-13,3703.15,3675.55,0.0075,0.0146,0.0146,0.2789
HAL,2024-02-13,2922.60,2845.95,0.0266,0.0195,0.0195,0.3725
HINDALCO,2024-02-13,510.10,582.45,-0.1326,0.0193,0.0214,0.4088
INDHOTEL,2024-02-13,523.60,530.35,-0.0128,0.0179,0.0178,0.3401
INDIGO,2024-02-13,3041.45,3062.95,-0.0070,0.0174,0.0174,0.3324
LT,2024-02-13,3321.50,3299.55,0.0066,0.0137,0.0137,0.2617
MANAPPURAM,2024-02-13,177.60,174.90,0.0153,0.0250,0.0250,0.4776
MARUTI,2024-02-13,10794.50,10709.70,0.0079,0.0128,0.0128,0.2445
PAYTM,2024-02-13,380.20,422.25,-0.1049,0.0382,0.0388,0.7413
PGEL,2024-02-13,1866.70,1840.65,0.0141,0.0264,0.0263,0.5025
SBIN,2024-02-13,713.45,707.90,0.0078,0.0152,0.0151,0.2885
SUZLON,2024-02-13,43.90,45.00,-0.0247,0.0352,0.0352,0.6725
TRENT,2024-02-13,3851.20,3802.10,0.0128,0.0219,0.0219,0.4184
