symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2022-09-15,3297.30,3288.65,0.0026,0.0214,0.0213,0.4069
ADANIPORTS,2022-09-15,968.55,947.85,0.0216,0.0229,0.0229,0.4375
BEL,2022-09-15,111.10,111.95,-0.0076,0.0219,0.0219,0.4184
BOSCHLTD,2022-09-15,17341.90,17519.30,-0.0102,0.0198,0.0197,0.3764
CUMMINSIND,2022-09-15,1248.30,1230.95,0.0140,0.0184,0.0184,0.3515
DIXON,2022-09-15,4584.35,4598.20,-0.0030,0.0256,0.0255,0.4872
DLF,2022-09-15,410.60,407.20,0.0083,0.0261,0.0261,0.4986
DMART,2022-09-15,4525.90,4478.30,0.0106,0.0207,0.0207,0.3955
HAL,2022-09-15,2544.10,2569.00,-0.0097,0.0226,0.0226,0.4318
HINDALCO,2022-09-15,424.40,442.00,-0.0406,0.0267,0.0268,0.5120
INDHOTEL,2022-09-15,333.90,321.40,0.0382,0.0246,0.0247,0.4719
INDIGO,2022-09-15,1902.10,1905.15,-0.0016,0.0244,0.0244,0.4662
LT,2022-09-15,1957.50,1953.90,0.0018,0.0171,0.0171,0.3267
MANAPPURAM,2022-09-15,102.65,103.95,-0.0126,0.0264,0.0264,0.5044
MARUTI,2022-09-15,9211.85,8966.60,0.0270,0.0186,0.0187,0.3573
PAYTM,2022-09-15,729.75,725.65,0.0056,0.0290,0.0289,0.5521
PGEL,2022-09-15,980.20,998.10,-0.0181,0.0356,0.0355,0.6782
SBIN,2022-09-15,572.15,571.75,0.0007,0.0190,0.0190,0.3630
SUZLON,2022-09-15,9.15,9.15,0.0000,0.0391,0.0390,0.7451
TRENT,2022-09-15,1435.20,1430.65,0.0032,0.0233,0.0232,0.4432
