symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2022-09-23,3125.25,3144.15,-0.0060,0.0212,0.0211,0.4031
ADANIPORTS,2022-09-23,913.80,946.65,-0.0353,0.0230,0.0231,0.4413
BEL,2022-09-23,106.65,110.00,-0.0309,0.0217,0.0217,0.4146
BOSCHLTD,2022-09-23,16223.40,16591.80,-0.0225,0.0196,0.0196,0.3745
CUMMINSIND,2022-09-23,1219.00,1254.40,-0.0286,0.0186,0.0187,0.3573
DIXON,2022-09-23,4314.35,4469.25,-0.0353,0.0253,0.0254,0.4853
DLF,2022-09-23,369.95,380.70,-0.0286,0.0262,0.0262,0.5006
DMART,2022-09-23,4367.05,4431.65,-0.0147,0.0208,0.0208,0.3974
HAL,2022-09-23,2438.80,2487.50,-0.0198,0.0224,0.0224,0.4280
HINDALCO,2022-09-23,396.35,412.10,-0.0390,0.0267,0.0267,0.5101
INDHOTEL,2022-09-23,326.80,333.85,-0.0213,0.0246,0.0246,0.4700
INDIGO,2022-09-23,1844.25,1876.80,-0.0175,0.0243,0.0243,0.4643
LT,2022-09-23,1856.90,1888.20,-0.0167,0.0170,0.0170,0.3248
MANAPPURAM,2022-09-23,95.05,97.75,-0.0280,0.0262,0.0262,0.5006
MARUTI,2022-09-23,9343.45,9401.95,-0.0062,0.0185,0.0184,0.3515
PAYTM,2022-09-23,692.60,685.00,0.0110,0.0286,0.0286,0.5464
PGEL,2022-09-23,1045.50,1061.30,-0.0150,0.0354,0.0354,0.6763
SBIN,2022-09-23,550.60,567.30,-0.0299,0.0188,0.0189,0.3611
SUZLON,2022-09-23,9.10,9.60,-0.0535,0.0395,0.0396,0.7566
TRENT,2022-09-23,1433.60,1486.85,-0.0365,0.0230,0.0231,0.4413
