symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-04-05,3373.75,3388.95,3390.00,3347.05,3380.00,3374.15,3367.88,221406,7456.70,24836,117983,53.29
ADANIPORTS,EQ,2023-04-05,627.80,626.90,639.80,625.05,635.95,636.75,633.92,6622367,41980.45,102619,1456953,22.00
BEL,EQ,2023-04-05,96.60,95.05,98.45,95.05,98.20,98.25,97.51,24875169,24256.63,87174,12974909,52.16
BOSCHLTD,EQ,2023-04-05,19434.25,19402.00,19654.95,19105.05,19120.00,19142.60,19346.60,46684,9031.77,10408,26744,57.29
CUMMINSIND,EQ,2023-04-05,1605.25,1602.00,1605.20,1560.00,1575.00,1568.55,1571.35,824057,12948.84,59738,492148,59.72
DIXON,EQ,2023-04-05,2893.00,2902.00,2945.00,2893.00,2931.70,2929.15,2928.79,140840,4124.91,17766,38578,27.39
DLF,EQ,2023-04-05,361.55,362.00,370.50,361.35,367.25,367.05,366.41,3015748,11050.05,37016,797205,26.43
DMART,EQ,2023-04-05,3553.75,3571.95,3666.70,3565.05,3656.00,3654.85,3636.58,481018,17492.61,50133,176717,36.74
HAL,EQ,2023-04-05,2712.40,2727.00,2740.00,2670.00,2726.00,2721.75,2694.28,1168871,31492.61,72216,519092,44.41
HINDALCO,EQ,2023-04-05,402.55,402.00,404.60,394.30,402.65,403.30,400.72,5607641,22470.76,68547,1809749,32.27
INDHOTEL,EQ,2023-04-05,321.05,320.00,324.65,318.10,324.25,323.90,321.77,2016527,6488.59,37336,1028887,51.02
INDIGO,EQ,2023-04-05,1900.00,1890.00,1933.30,1884.40,1928.00,1927.75,1921.78,439816,8452.31,34915,139205,31.65
LT,EQ,2023-04-05,2170.15,2170.00,2262.50,2165.00,2259.00,2257.75,2233.05,2763363,61707.36,145375,1396896,50.55
MANAPPURAM,EQ,2023-04-05,125.30,126.00,126.30,123.90,124.75,125.00,125.17,5173178,6475.24,30713,2062128,39.86
MARUTI,EQ,2023-04-05,8503.05,8521.95,8548.00,8430.00,8456.00,8447.05,8455.19,272888,23073.21,37788,146116,53.54
PAYTM,EQ,2023-04-05,639.00,640.00,648.00,638.20,641.90,641.10,644.52,2516676,16220.57,61813,700784,27.85
PGEL,EQ,2023-04-05,1358.10,1360.00,1395.00,1336.10,1370.00,1374.50,1371.66,28736,394.16,3571,14726,51.25
SBIN,EQ,2023-04-05,526.75,527.00,527.60,519.05,523.50,523.00,522.57,13574801,70938.06,174172,4634585,34.14
SUZLON,EQ,2023-04-05,8.10,8.15,8.30,8.00,8.05,8.10,8.11,34055807,2762.51,19967,14807130,43.48
TRENT,EQ,2023-04-05,1357.40,1360.00,1373.00,1350.00,1365.65,1364.80,1362.81,212990,2902.65,19398,79441,37.30
