symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-04-24,3153.30,3164.70,3232.00,3160.65,3223.10,3217.40,3211.51,314556,10101.99,42345,145607,46.29
ADANIPORTS,EQ,2023-04-24,661.60,665.10,672.75,656.00,670.00,671.30,665.29,3357178,22335.04,67207,886193,26.40
BEL,EQ,2023-04-24,102.80,102.80,103.20,101.50,101.70,101.80,101.89,5994078,6107.51,36666,3114494,51.96
BOSCHLTD,EQ,2023-04-24,18766.95,18775.00,18814.25,18641.40,18730.00,18732.15,18733.15,13782,2581.80,4075,7222,52.40
CUMMINSIND,EQ,2023-04-24,1544.50,1544.50,1557.65,1536.80,1550.00,1554.40,1551.07,282687,4384.67,21966,108778,38.48
DIXON,EQ,2023-04-24,2930.40,2935.00,2937.55,2880.00,2893.00,2893.80,2902.56,261093,7578.39,26689,100295,38.41
DLF,EQ,2023-04-24,406.05,406.60,411.80,403.30,410.05,411.15,408.93,3379013,13817.72,40433,1306387,38.66
DMART,EQ,2023-04-24,3455.90,3469.80,3474.00,3445.00,3472.10,3467.20,3456.74,95563,3303.36,16608,49572,51.87
HAL,EQ,2023-04-24,2781.95,2794.30,2834.00,2770.05,2822.00,2825.60,2812.03,643070,18083.35,35285,243916,37.93
HINDALCO,EQ,2023-04-24,422.35,419.00,428.95,418.35,428.00,427.80,424.66,2308450,9802.99,41053,620295,26.87
INDHOTEL,EQ,2023-04-24,336.75,336.75,339.90,330.95,339.15,339.00,336.66,2999129,10096.80,38743,1181741,39.40
INDIGO,EQ,2023-04-24,1987.65,2000.00,2000.00,1975.05,1990.85,1991.95,1991.10,169783,3380.56,13645,69111,40.71
LT,EQ,2023-04-24,2215.20,2220.00,2232.70,2186.55,2232.50,2228.90,2210.17,1239073,27385.63,66820,670747,54.13
MANAPPURAM,EQ,2023-04-24,126.30,126.00,128.35,125.10,128.20,128.00,126.94,2747063,3487.25,12815,648390,23.60
MARUTI,EQ,2023-04-24,8558.45,8577.00,8577.00,8444.75,8472.00,8466.15,8476.39,543745,46089.95,55665,382948,70.43
PAYTM,EQ,2023-04-24,655.05,658.00,668.00,658.00,662.95,663.75,664.24,2613486,17359.86,43637,1060455,40.58
PGEL,EQ,2023-04-24,1405.05,1410.00,1430.05,1394.00,1395.25,1416.10,1414.90,25056,354.52,2721,17299,69.04
SBIN,EQ,2023-04-24,543.15,543.80,555.55,543.50,553.80,554.60,550.47,23335611,128455.93,210456,7618595,32.65
SUZLON,EQ,2023-04-24,7.95,8.00,8.10,7.90,8.00,7.95,7.98,31696681,2529.60,13128,9544190,30.11
TRENT,EQ,2023-04-24,1383.35,1393.75,1396.05,1377.40,1383.70,1384.00,1385.80,327783,4542.42,20481,187310,57.14
