symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-07-04,4411.25,4411.25,4442.10,4350.00,4370.00,4360.70,4388.21,103281,4532.19,14072,41335,40.02
ADANIPORTS,EQ,2023-07-04,737.40,740.05,751.00,735.00,741.90,741.70,743.16,3263045,24249.60,62510,899952,27.58
BEL,EQ,2023-07-04,123.75,124.00,124.20,121.55,122.35,122.05,122.69,7595425,9319.15,58755,4150147,54.64
BOSCHLTD,EQ,2023-07-04,19016.05,19133.00,19279.95,18932.00,19090.00,19053.60,19118.99,18105,3461.49,5887,6950,38.39
CUMMINSIND,EQ,2023-07-04,1889.95,1894.50,1930.00,1851.75,1864.80,1856.65,1882.67,721898,13590.97,42215,319432,44.25
DIXON,EQ,2023-07-04,4357.40,4365.05,4410.00,4348.00,4358.15,4358.15,4373.76,188946,8264.05,17443,40635,21.51
DLF,EQ,2023-07-04,493.15,494.00,497.20,488.50,489.40,489.80,491.96,2535317,12472.83,30418,675558,26.65
DMART,EQ,2023-07-04,3868.60,3929.95,3929.95,3844.25,3860.00,3857.20,3882.34,554478,21526.70,55574,207521,37.43
HAL,EQ,2023-07-04,3770.05,3770.05,3785.00,3715.00,3725.00,3722.10,3746.18,707234,26494.22,39597,330152,46.68
HINDALCO,EQ,2023-07-04,425.65,427.95,428.95,423.15,425.80,425.80,425.72,2721964,11587.88,40226,1110628,40.80
INDHOTEL,EQ,2023-07-04,390.40,390.40,393.70,380.00,380.40,380.75,385.48,2355595,9080.43,44497,1242792,52.76
INDIGO,EQ,2023-07-04,2638.20,2638.20,2643.30,2585.20,2603.95,2593.70,2608.90,602465,15717.68,28031,386047,64.08
LT,EQ,2023-07-04,2454.05,2458.20,2484.40,2458.20,2463.00,2461.85,2468.70,1441581,35588.36,92291,1054452,73.15
MANAPPURAM,EQ,2023-07-04,128.80,129.50,131.50,127.60,128.20,128.30,129.36,8400942,10867.10,27776,3118313,37.12
MARUTI,EQ,2023-07-04,9673.00,9700.00,9716.50,9620.05,9649.00,9647.40,9651.35,247673,23903.80,35742,144948,58.52
PAYTM,EQ,2023-07-04,848.85,853.20,858.00,833.15,835.90,836.75,846.29,1694104,14337.06,43181,637066,37.60
PGEL,EQ,2023-07-04,1556.10,1546.35,1579.95,1524.00,1536.00,1537.70,1542.65,28151,434.27,5634,13597,48.30
SBIN,EQ,2023-07-04,585.45,588.20,595.95,582.25,588.90,589.25,590.37,24799250,146408.54,350400,7827869,31.56
SUZLON,EQ,2023-07-04,16.80,17.45,18.45,17.15,18.45,18.30,17.90,701973517,125625.29,329263,190125271,27.08
TRENT,EQ,2023-07-04,1751.55,1751.55,1791.95,1730.95,1738.00,1736.35,1755.90,399795,7020.02,20944,169335,42.36
