symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-07-03,4423.00,4450.00,4488.70,4389.05,4421.10,4411.25,4439.26,247575,10990.50,25770,90528,36.57
ADANIPORTS,EQ,2023-07-03,739.25,744.50,747.45,732.70,737.90,737.40,737.83,2808490,20721.93,53774,1161964,41.37
BEL,EQ,2023-07-03,125.75,126.00,126.00,122.70,124.00,123.75,124.04,15492508,19216.17,82266,7956050,51.35
BOSCHLTD,EQ,2023-07-03,19042.35,19100.05,19251.00,18903.00,19075.00,19016.05,19021.40,16376,3114.94,6677,7851,47.94
CUMMINSIND,EQ,2023-07-03,1943.10,1947.00,1953.50,1885.10,1890.00,1889.95,1910.80,573480,10958.05,33634,295655,51.55
DIXON,EQ,2023-07-03,4388.60,4410.05,4443.70,4344.65,4354.20,4357.40,4390.69,239928,10534.51,23232,58806,24.51
DLF,EQ,2023-07-03,490.55,493.00,498.00,486.40,493.90,493.15,492.95,2820027,13901.31,43603,878142,31.14
DMART,EQ,2023-07-03,3889.20,3889.20,3948.00,3843.00,3856.00,3868.60,3883.89,371884,14443.57,47006,153128,41.18
HAL,EQ,2023-07-03,3792.50,3809.15,3811.05,3761.60,3770.00,3770.05,3783.05,691571,26162.49,43747,206605,29.87
HINDALCO,EQ,2023-07-03,420.95,424.00,428.75,422.10,426.00,425.65,425.58,3693861,15720.33,48996,1755958,47.54
INDHOTEL,EQ,2023-07-03,392.50,394.90,395.00,388.00,390.20,390.40,390.57,1522979,5948.34,33814,650103,42.69
INDIGO,EQ,2023-07-03,2626.90,2626.00,2661.55,2613.40,2640.00,2638.20,2641.79,542790,14339.37,27322,315166,58.06
LT,EQ,2023-07-03,2475.55,2478.20,2492.40,2448.00,2456.00,2454.05,2464.64,1078456,26580.08,77218,635450,58.92
MANAPPURAM,EQ,2023-07-03,132.35,133.00,133.30,128.30,128.85,128.80,130.26,7871258,10252.75,35995,3007011,38.20
MARUTI,EQ,2023-07-03,9789.05,9742.05,9785.85,9656.55,9676.25,9673.00,9697.47,398066,38602.35,52768,225718,56.70
PAYTM,EQ,2023-07-03,867.85,871.80,875.95,845.00,848.80,848.85,853.08,2663766,22724.06,73886,1213871,45.57
PGEL,EQ,2023-07-03,1578.75,1579.40,1596.15,1542.35,1552.80,1556.10,1560.37,39779,620.70,7001,21556,54.19
SBIN,EQ,2023-07-03,572.85,574.50,586.35,573.90,585.40,585.45,581.26,15421985,89641.44,211446,6459497,41.88
SUZLON,EQ,2023-07-03,15.30,15.75,16.80,15.75,16.80,16.80,16.51,389920926,64367.45,130317,139097973,35.67
TRENT,EQ,2023-07-03,1764.15,1774.90,1780.00,1745.90,1760.00,1751.55,1758.94,238418,4193.63,22146,104934,44.01
