symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-07-28,4400.10,4424.95,4541.95,4410.25,4513.05,4516.20,4504.10,415070,18695.16,31759,188398,45.39
ADANIPORTS,EQ,2023-07-28,748.75,750.00,760.80,743.10,755.45,755.70,754.54,3257195,24576.86,68547,1269005,38.96
BEL,EQ,2023-07-28,127.25,129.25,131.70,128.00,129.85,130.15,129.88,37245053,48374.16,130315,13330048,35.79
BOSCHLTD,EQ,2023-07-28,18886.25,18899.00,19034.95,18841.30,18951.00,18952.85,18939.40,12540,2375.00,3699,4957,39.53
CUMMINSIND,EQ,2023-07-28,1922.80,1922.80,1961.45,1909.05,1951.00,1955.05,1947.70,1210189,23570.84,68345,668362,55.23
DIXON,EQ,2023-07-28,4050.45,4051.45,4075.85,4000.05,4065.00,4063.60,4031.00,306597,12358.91,28429,114206,37.25
DLF,EQ,2023-07-28,510.80,509.00,517.80,504.95,513.75,515.60,512.26,7227144,37021.48,75771,2275057,31.48
DMART,EQ,2023-07-28,3693.35,3704.00,3729.00,3674.05,3718.65,3713.90,3696.07,219187,8101.31,23482,128980,58.84
HAL,EQ,2023-07-28,3852.95,3850.00,3949.00,3831.10,3929.30,3929.00,3912.51,1371612,53664.44,67989,542096,39.52
HINDALCO,EQ,2023-07-28,451.40,450.50,452.65,443.40,451.05,451.50,448.44,3886408,17428.10,64494,1503711,38.69
INDHOTEL,EQ,2023-07-28,384.95,379.00,393.65,378.55,392.15,391.65,386.78,5986681,23155.03,80700,2466224,41.20
INDIGO,EQ,2023-07-28,2549.85,2561.00,2645.75,2535.60,2611.00,2617.00,2594.42,1243697,32266.75,45322,708651,56.98
LT,EQ,2023-07-28,2660.20,2660.15,2668.15,2625.00,2649.00,2649.55,2650.01,1325724,35131.83,117262,766772,57.84
MANAPPURAM,EQ,2023-07-28,139.05,139.30,139.90,136.55,137.65,137.95,137.76,5149025,7093.32,21165,1489982,28.94
MARUTI,EQ,2023-07-28,9753.60,9739.00,9750.00,9546.40,9660.00,9670.30,9631.72,381151,36711.40,54528,199110,52.24
PAYTM,EQ,2023-07-28,779.55,779.50,779.50,755.65,763.00,762.90,765.18,3081901,23582.13,84073,1014777,32.93
PGEL,EQ,2023-07-28,1469.20,1476.00,1532.95,1458.25,1509.00,1516.65,1492.42,37265,556.15,5108,22360,60.00
SBIN,EQ,2023-07-28,616.55,616.40,619.90,613.60,616.00,616.05,616.59,11930586,73562.37,161432,4824810,40.44
SUZLON,EQ,2023-07-28,17.85,17.80,18.25,17.70,18.00,18.05,18.03,97658422,17610.31,68291,47956914,49.11
TRENT,EQ,2023-07-28,1709.05,1713.60,1738.95,1690.60,1738.55,1730.65,1715.51,344569,5911.11,24295,196981,57.17
