symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2019-05-03,113929,37090,32.56
ADANIPORTS,EQ,2019-05-03,1863548,771097,41.38
BEL,EQ,2019-05-03,8807839,4257150,48.33
BOSCHLTD,EQ,2019-05-03,6131,2570,41.92
CUMMINSIND,EQ,2019-05-03,260527,56466,21.67
DIXON,EQ,2019-05-03,1020,474,46.47
DLF,EQ,2019-05-03,11791575,4011040,34.02
DMART,EQ,2019-05-03,306416,104033,33.95
HAL,EQ,2019-05-03,17459,5628,32.24
HINDALCO,EQ,2019-05-03,5320008,1946702,36.59
INDHOTEL,EQ,2019-05-03,1310434,764965,58.37
INDIGO,EQ,2019-05-03,3897642,333873,8.57
LT,EQ,2019-05-03,1239667,774499,62.48
MANAPPURAM,EQ,2019-05-03,1866454,639104,34.24
MARUTI,EQ,2019-05-03,795679,314151,39.48
PGEL,EQ,2019-05-03,44696,22964,51.38
SBIN,EQ,2019-05-03,12452689,3818789,30.67
SBIN,N2,2019-05-03,79,79,100.00
SBIN,N5,2019-05-03,641,631,98.44
SUZLON,EQ,2019-05-03,18824714,4542263,24.13
TRENT,EQ,2019-05-03,614085,500403,81.49
