symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2019-05-31,44434,22397,50.41
ADANIPORTS,EQ,2019-05-31,4217665,1170858,27.76
BEL,EQ,2019-05-31,16640764,4813178,28.92
BOSCHLTD,EQ,2019-05-31,26187,12834,49.01
CUMMINSIND,EQ,2019-05-31,1052607,623292,59.21
DIXON,EQ,2019-05-31,3430,2555,74.49
DLF,EQ,2019-05-31,11214402,2453095,21.87
DMART,EQ,2019-05-31,466619,241614,51.78
HAL,EQ,2019-05-31,18759,15544,82.86
HINDALCO,EQ,2019-05-31,8803541,4718011,53.59
INDHOTEL,EQ,2019-05-31,2366324,1630021,68.88
INDIGO,EQ,2019-05-31,1715992,368089,21.45
LT,EQ,2019-05-31,3945900,2222144,56.32
MANAPPURAM,EQ,2019-05-31,4206515,915581,21.77
MARUTI,EQ,2019-05-31,1084204,444436,40.99
PGEL,EQ,2019-05-31,55853,34057,60.98
SBIN,EQ,2019-05-31,32588069,9433605,28.95
SBIN,N2,2019-05-31,61,61,100.00
SBIN,N5,2019-05-31,98,98,100.00
SBIN,N6,2019-05-31,2,2,100.00
SUZLON,EQ,2019-05-31,47375453,16861750,35.59
TRENT,EQ,2019-05-31,428260,388658,90.75
