symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2010-02-04,191830,62950,32.82
BEL,EQ,2010-02-04,134426,69569,51.75
BOSCHLTD,EQ,2010-02-04,853,506,59.32
CUMMINSIND,EQ,2010-02-04,170580,41524,24.34
DLF,EQ,2010-02-04,7168253,1703781,23.77
HINDALCO,EQ,2010-02-04,9673582,3044026,31.47
INDHOTEL,EQ,2010-02-04,378033,196372,51.95
INDHOTEL,N4,2010-02-04,218,202,92.66
LT,EQ,2010-02-04,1617455,750804,46.42
MARUTI,EQ,2010-02-04,453970,153192,33.74
SBIN,EQ,2010-02-04,3535712,2054113,58.10
SUZLON,EQ,2010-02-04,20984377,5824146,27.75
TRENT,EQ,2010-02-04,3097,2270,73.30
