symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-07-16,8251.15,8289.00,8299.95,8184.95,8235.00,8232.30,8222.79,212920,17507.97,37187,123734,58.11
ADANIPORTS,EQ,2024-07-16,1495.05,1496.00,1510.60,1493.25,1497.50,1499.05,1501.06,2170314,32577.67,64539,1043532,48.08
BEL,EQ,2024-07-16,331.40,333.25,334.40,324.50,326.40,326.15,328.69,26585927,87384.54,227205,14944972,56.21
BOSCHLTD,EQ,2024-07-16,35085.20,35389.95,35399.00,35000.05,35170.00,35108.85,35166.71,14283,5022.86,6814,5385,37.70
CUMMINSIND,EQ,2024-07-16,3890.80,3949.00,3949.00,3858.00,3860.00,3869.10,3883.94,377594,14665.51,46709,251223,66.53
DIXON,EQ,2024-07-16,12679.60,12750.00,12754.55,12520.00,12550.00,12551.80,12622.97,181190,22871.56,30498,73927,40.80
DLF,EQ,2024-07-16,833.30,833.30,851.70,831.10,843.80,843.75,844.48,3157792,26666.99,84321,1547177,49.00
DMART,EQ,2024-07-16,4988.85,5000.00,5104.00,4979.00,5039.90,5039.85,5041.89,1062769,53583.62,60856,786761,74.03
HAL,EQ,2024-07-16,5504.60,5492.20,5501.00,5311.70,5322.80,5329.40,5400.37,2661970,143756.36,190373,1336927,50.22
HINDALCO,EQ,2024-07-16,700.10,700.30,703.15,689.00,690.75,690.80,695.17,4570179,31770.65,87987,3064413,67.05
INDHOTEL,EQ,2024-07-16,591.65,591.95,595.55,582.05,587.00,586.85,586.43,3014603,17678.54,53346,1881947,62.43
INDIGO,EQ,2024-07-16,4385.85,4444.00,4452.30,4391.00,4427.00,4431.10,4428.43,709083,31401.22,69352,417628,58.90
LT,EQ,2024-07-16,3651.60,3646.10,3651.60,3621.00,3640.00,3636.55,3635.15,2220953,80734.91,94436,1548716,69.73
MANAPPURAM,EQ,2024-07-16,222.07,222.20,223.90,219.18,220.71,220.63,221.53,9638065,21351.40,62923,4501634,46.71
MARUTI,EQ,2024-07-16,12643.95,12643.00,12798.00,12581.75,12640.00,12639.55,12667.60,347810,44059.19,50006,170518,49.03
PAYTM,EQ,2024-07-16,469.65,466.00,471.40,454.75,458.10,460.30,461.94,2530705,11690.33,49231,1329831,52.55
PGEL,EQ,2024-07-16,364.65,364.65,376.80,360.10,364.30,363.75,367.26,479618,1761.45,24016,283269,59.06
SBIN,EQ,2024-07-16,881.35,882.30,888.10,874.30,882.00,880.70,880.47,11893692,104720.20,196244,4878106,41.01
SUZLON,EQ,2024-07-16,54.62,54.90,56.00,54.43,55.72,55.88,55.36,76577863,42393.96,114996,38674934,50.50
TRENT,EQ,2024-07-16,5675.55,5699.95,5725.45,5627.35,5645.00,5647.30,5677.64,641858,36442.36,53697,449080,69.97
