symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-11-30,1170.00,1158.15,0.0102,0.0164,,0.3076
ADANIPORTS,2015-11-30,267.70,268.25,-0.0021,0.0176,,0.3267
BEL,2015-11-30,1253.85,1274.90,-0.0166,0.0174,,0.3324
BOSCHLTD,2015-11-30,18650.95,18863.10,-0.0113,0.0158,,0.2980
CUMMINSIND,2015-11-30,991.45,994.80,-0.0034,0.0139,,0.2579
DLF,2015-11-30,114.60,114.05,0.0048,0.0309,,0.5731
HINDALCO,2015-11-30,77.05,77.65,-0.0078,0.0266,,0.4948
INDHOTEL,2015-11-30,93.70,93.15,0.0059,0.0180,,0.3343
INDIGO,2015-11-30,1110.45,1090.50,0.0181,0.0330,,0.6171
LT,2015-11-30,1374.60,1365.00,0.0070,0.0156,,0.2904
MANAPPURAM,2015-11-30,26.60,25.60,0.0383,0.0342,,0.6591
MARUTI,2015-11-30,4606.90,4580.05,0.0058,0.0151,,0.2808
PGEL,2015-11-30,138.50,127.55,0.0824,0.0470,,0.9514
SBIN,2015-11-30,250.20,249.70,0.0020,0.0176,,0.3267
SUZLON,2015-11-30,21.70,21.65,0.0023,0.0225,,0.4165
TRENT,2015-11-30,1615.75,1547.70,0.0430,0.0183,,0.3936
