symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2008-05-21,276674,177692,64.22
BEL,EQ,2008-05-21,65324,55979,85.69
BOSCHLTD,EQ,2008-05-21,322,211,65.53
CUMMINSIND,EQ,2008-05-21,112083,63807,56.93
DLF,EQ,2008-05-21,6706886,3044362,45.39
HINDALCO,EQ,2008-05-21,4990740,2777135,55.65
INDHOTEL,EQ,2008-05-21,437571,285459,65.24
LT,EQ,2008-05-21,609775,181115,29.70
MARUTI,EQ,2008-05-21,582101,367839,63.19
SBIN,EQ,2008-05-21,941195,454313,48.27
SUZLON,EQ,2008-05-21,4407586,861139,19.54
TRENT,EQ,2008-05-21,1074,595,55.40
