symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2008-05-07,148422,74573,50.24
BEL,EQ,2008-05-07,234659,168873,71.97
BOSCHLTD,EQ,2008-05-07,1194,872,73.03
CUMMINSIND,EQ,2008-05-07,12400,6577,53.04
DLF,EQ,2008-05-07,6516260,2119171,32.52
HINDALCO,EQ,2008-05-07,1898441,742868,39.13
INDHOTEL,EQ,2008-05-07,1108235,747284,67.43
LT,EQ,2008-05-07,946317,329079,34.77
MARUTI,EQ,2008-05-07,438190,221743,50.60
SBIN,EQ,2008-05-07,1253937,391529,31.22
SUZLON,EQ,2008-05-07,1918172,634668,33.09
TRENT,EQ,2008-05-07,2144,1724,80.41
