symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2025-03-06,532908,222651,41.78
ADANIPORTS,EQ,2025-03-06,4020627,1555145,38.68
BEL,EQ,2025-03-06,22586087,8265800,36.60
BOSCHLTD,EQ,2025-03-06,31682,19298,60.91
CUMMINSIND,EQ,2025-03-06,1201264,653751,54.42
DIXON,EQ,2025-03-06,237768,104236,43.84
DLF,EQ,2025-03-06,2348012,1152565,49.09
DMART,EQ,2025-03-06,797590,549607,68.91
HAL,EQ,2025-03-06,1331348,367098,27.57
HINDALCO,EQ,2025-03-06,10993614,6065252,55.17
INDHOTEL,EQ,2025-03-06,2390595,1420006,59.40
INDIGO,EQ,2025-03-06,1390376,870374,62.60
LT,EQ,2025-03-06,1854837,924111,49.82
MANAPPURAM,EQ,2025-03-06,4510884,1612336,35.74
MARUTI,EQ,2025-03-06,315309,125956,39.95
PAYTM,EQ,2025-03-06,5897140,1511330,25.63
PGEL,EQ,2025-03-06,2180706,1067774,48.96
SBIN,EQ,2025-03-06,10928847,6331838,57.94
SUZLON,EQ,2025-03-06,56090540,26159051,46.64
TRENT,EQ,2025-03-06,1499675,694460,46.31
