symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2022-10-27,3039.40,3055.25,-0.0052,0.0212,0.0212,0.4050
ADANIPORTS,2022-10-27,821.25,800.35,0.0258,0.0231,0.0231,0.4413
BEL,2022-10-27,107.85,105.05,0.0263,0.0219,0.0219,0.4184
BOSCHLTD,2022-10-27,15743.40,15646.80,0.0062,0.0188,0.0188,0.3592
CUMMINSIND,2022-10-27,1250.00,1224.70,0.0204,0.0182,0.0182,0.3477
DIXON,2022-10-27,4409.05,4325.00,0.0192,0.0245,0.0245,0.4681
DLF,2022-10-27,383.50,369.75,0.0365,0.0255,0.0256,0.4891
DMART,2022-10-27,4271.45,4235.30,0.0085,0.0203,0.0202,0.3859
HAL,2022-10-27,2520.45,2503.85,0.0066,0.0225,0.0224,0.4280
HINDALCO,2022-10-27,412.40,398.40,0.0345,0.0266,0.0267,0.5101
INDHOTEL,2022-10-27,322.00,319.75,0.0070,0.0241,0.0241,0.4604
INDIGO,2022-10-27,1740.90,1768.10,-0.0155,0.0235,0.0234,0.4471
LT,2022-10-27,1964.05,1949.05,0.0077,0.0168,0.0168,0.3210
MANAPPURAM,2022-10-27,105.20,103.55,0.0158,0.0258,0.0257,0.4910
MARUTI,2022-10-27,9042.00,9005.00,0.0041,0.0184,0.0184,0.3515
PAYTM,2022-10-27,649.90,656.35,-0.0099,0.0281,0.0280,0.5349
PGEL,2022-10-27,1074.55,1088.65,-0.0130,0.0344,0.0344,0.6572
SBIN,2022-10-27,579.65,578.55,0.0019,0.0188,0.0187,0.3573
SUZLON,2022-10-27,8.15,8.40,-0.0302,0.0415,0.0415,0.7929
TRENT,2022-10-27,1463.10,1433.90,0.0202,0.0224,0.0224,0.4280
