symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2022-10-31,3049.65,2962.05,0.0291,0.0212,0.0212,0.4050
ADANIPORTS,2022-10-31,823.55,820.30,0.0040,0.0230,0.0230,0.4394
BEL,2022-10-31,106.85,105.35,0.0141,0.0219,0.0219,0.4184
BOSCHLTD,2022-10-31,16488.10,16114.50,0.0229,0.0188,0.0188,0.3592
CUMMINSIND,2022-10-31,1347.90,1292.70,0.0418,0.0183,0.0185,0.3534
DIXON,2022-10-31,4516.55,4389.15,0.0286,0.0244,0.0244,0.4662
DLF,2022-10-31,385.50,384.60,0.0023,0.0255,0.0254,0.4853
DMART,2022-10-31,4320.90,4306.95,0.0032,0.0202,0.0201,0.3840
HAL,2022-10-31,2530.05,2524.60,0.0022,0.0223,0.0223,0.4260
HINDALCO,2022-10-31,405.65,404.95,0.0017,0.0266,0.0266,0.5082
INDHOTEL,2022-10-31,333.80,322.25,0.0352,0.0240,0.0241,0.4604
INDIGO,2022-10-31,1781.70,1762.30,0.0109,0.0234,0.0233,0.4451
LT,2022-10-31,2023.15,1975.05,0.0241,0.0168,0.0168,0.3210
MANAPPURAM,2022-10-31,105.30,104.50,0.0076,0.0257,0.0256,0.4891
MARUTI,2022-10-31,9527.55,9492.65,0.0037,0.0186,0.0186,0.3554
PAYTM,2022-10-31,638.40,642.85,-0.0069,0.0279,0.0279,0.5330
PGEL,2022-10-31,1047.20,1063.95,-0.0159,0.0343,0.0342,0.6534
SBIN,2022-10-31,573.80,570.75,0.0053,0.0187,0.0186,0.3554
SUZLON,2022-10-31,7.95,8.10,-0.0187,0.0414,0.0413,0.7890
TRENT,2022-10-31,1527.90,1458.90,0.0462,0.0223,0.0225,0.4299
