symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2022-11-17,632485,290925,46.00
ADANIPORTS,EQ,2022-11-17,5190475,597356,11.51
BEL,EQ,2022-11-17,26985734,11342798,42.03
BOSCHLTD,EQ,2022-11-17,13940,5740,41.18
CUMMINSIND,EQ,2022-11-17,956978,472619,49.39
DIXON,EQ,2022-11-17,190650,62327,32.69
DLF,EQ,2022-11-17,2978886,1045758,35.11
DMART,EQ,2022-11-17,365371,220847,60.44
HAL,EQ,2022-11-17,2097229,376276,17.94
HINDALCO,EQ,2022-11-17,6533823,1915494,29.32
INDHOTEL,EQ,2022-11-17,9813569,4329883,44.12
INDIGO,EQ,2022-11-17,239383,120560,50.36
LT,EQ,2022-11-17,3786182,1750699,46.24
MANAPPURAM,EQ,2022-11-17,8000671,3276770,40.96
MARUTI,EQ,2022-11-17,409572,199554,48.72
PAYTM,EQ,2022-11-17,57200417,34221651,59.83
PGEL,EQ,2022-11-17,13402,9269,69.16
SBIN,EQ,2022-11-17,8167131,2948861,36.11
SUZLON,EQ,2022-11-17,39721127,17222827,43.36
TRENT,EQ,2022-11-17,944775,548857,58.09
