symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2022-11-21,374330,152885,40.84
ADANIPORTS,EQ,2022-11-21,6108453,1869740,30.61
BEL,EQ,2022-11-21,16407321,8800910,53.64
BOSCHLTD,EQ,2022-11-21,19098,8932,46.77
CUMMINSIND,EQ,2022-11-21,603719,403540,66.84
DIXON,EQ,2022-11-21,84920,17186,20.24
DLF,EQ,2022-11-21,3236030,1219875,37.70
DMART,EQ,2022-11-21,204061,131889,64.63
HAL,EQ,2022-11-21,1164516,259266,22.26
HINDALCO,EQ,2022-11-21,6372470,2823493,44.31
INDHOTEL,EQ,2022-11-21,5710316,3073914,53.83
INDIGO,EQ,2022-11-21,376851,158202,41.98
LT,EQ,2022-11-21,714687,379735,53.13
MANAPPURAM,EQ,2022-11-21,7328129,2652614,36.20
MARUTI,EQ,2022-11-21,520644,276427,53.09
PAYTM,EQ,2022-11-21,2986439,954321,31.96
PGEL,EQ,2022-11-21,18098,14716,81.31
SBIN,EQ,2022-11-21,7412419,2865902,38.66
SUZLON,EQ,2022-11-21,42965379,13681557,31.84
TRENT,EQ,2022-11-21,457376,252530,55.21
