symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2022-11-16,468068,185928,39.72
ADANIPORTS,EQ,2022-11-16,11504802,3226383,28.04
BEL,EQ,2022-11-16,27372424,10156491,37.10
BOSCHLTD,EQ,2022-11-16,12774,3447,26.98
CUMMINSIND,EQ,2022-11-16,1447516,734646,50.75
DIXON,EQ,2022-11-16,96776,29471,30.45
DLF,EQ,2022-11-16,2711725,1023261,37.73
DMART,EQ,2022-11-16,290474,198920,68.48
HAL,EQ,2022-11-16,4971448,1039966,20.92
HINDALCO,EQ,2022-11-16,7137989,2300418,32.23
INDHOTEL,EQ,2022-11-16,11959478,4418886,36.95
INDIGO,EQ,2022-11-16,660124,238871,36.19
LT,EQ,2022-11-16,1195832,669723,56.00
MANAPPURAM,EQ,2022-11-16,10802413,4573790,42.34
MARUTI,EQ,2022-11-16,350737,170264,48.54
PAYTM,EQ,2022-11-16,3551921,1355645,38.17
PGEL,EQ,2022-11-16,139585,108528,77.75
SBIN,EQ,2022-11-16,11555749,4656034,40.29
SUZLON,EQ,2022-11-16,58373865,20480930,35.09
TRENT,EQ,2022-11-16,467953,204886,43.78
