symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2025-01-15,6146.60,6190.45,6229.95,6106.70,6190.00,6193.75,6164.56,252993,15595.89,45504,125612,49.65
ADANIPORTS,EQ,2025-01-15,1117.10,1125.00,1141.95,1118.50,1128.30,1128.90,1128.05,3135942,35375.03,114597,1316893,41.99
BEL,EQ,2025-01-15,269.90,272.00,272.20,266.30,268.00,267.85,269.11,11376064,30614.03,110855,4124580,36.26
BOSCHLTD,EQ,2025-01-15,31621.70,31625.00,31766.90,31289.85,31470.00,31463.95,31471.11,13843,4356.55,6651,7026,50.75
CUMMINSIND,EQ,2025-01-15,2940.95,2962.00,2964.95,2840.10,2875.65,2888.30,2881.85,677709,19530.52,72415,405939,59.90
DIXON,EQ,2025-01-15,16274.90,16400.00,17028.00,16104.25,16914.95,16919.65,16667.99,637125,106195.92,98718,322485,50.62
DLF,EQ,2025-01-15,723.25,730.00,742.00,719.85,733.90,734.80,731.81,5333750,39033.05,69351,3342513,62.67
DMART,EQ,2025-01-15,3476.50,3500.05,3578.95,3476.50,3570.00,3568.45,3538.10,744961,26357.44,51815,428646,57.54
HAL,EQ,2025-01-15,3828.35,3853.95,3874.00,3801.55,3831.00,3822.80,3836.78,1061461,40725.94,84366,441568,41.60
HINDALCO,EQ,2025-01-15,590.90,594.00,596.20,586.55,591.25,591.55,591.83,4390121,25982.21,101103,2493427,56.80
INDHOTEL,EQ,2025-01-15,781.40,786.00,819.50,786.00,813.00,811.40,807.54,6492665,52431.03,155541,3659819,56.37
INDIGO,EQ,2025-01-15,3995.00,4053.60,4153.70,3995.10,4068.00,4066.00,4075.18,784809,31982.38,92738,430863,54.90
LT,EQ,2025-01-15,3462.60,3471.30,3526.15,3471.30,3505.70,3501.40,3500.92,1155446,40451.29,116492,680328,58.88
MANAPPURAM,EQ,2025-01-15,178.71,180.22,182.49,174.51,180.27,180.02,179.01,11625648,20811.43,54504,4387403,37.74
MARUTI,EQ,2025-01-15,11741.15,11890.55,12192.40,11861.00,11964.95,11947.40,12007.95,692822,83193.75,119075,348113,50.25
PAYTM,EQ,2025-01-15,817.90,822.50,871.40,801.80,855.00,859.05,840.35,11282308,94811.36,263094,3057278,27.10
PGEL,EQ,2025-01-15,851.50,858.00,886.00,823.35,848.10,849.85,852.78,1429705,12192.25,70879,451812,31.60
SBIN,EQ,2025-01-15,748.15,753.15,758.90,750.00,754.95,753.70,754.48,7792299,58791.31,225171,3640939,46.72
SUZLON,EQ,2025-01-15,57.17,57.17,59.80,56.81,57.27,57.26,58.00,65243228,37841.40,169337,31161672,47.76
TRENT,EQ,2025-01-15,6161.15,6200.00,6519.00,6164.70,6399.00,6390.25,6370.39,1463322,93219.30,133496,504886,34.50
