symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2025-01-16,6193.75,6238.10,6353.05,6220.20,6318.00,6308.25,6290.42,170841,10746.62,28475,65319,38.23
ADANIPORTS,EQ,2025-01-16,1128.90,1179.95,1190.00,1145.40,1154.05,1150.75,1160.96,3997547,46410.04,156319,1379980,34.52
BEL,EQ,2025-01-16,267.85,273.40,278.05,271.40,277.50,276.15,275.60,17234302,47497.60,142418,8901030,51.65
BOSCHLTD,EQ,2025-01-16,31463.95,31621.25,31797.35,31300.00,31390.10,31354.35,31434.52,16830,5290.43,6977,8513,50.58
CUMMINSIND,EQ,2025-01-16,2888.30,2890.00,2939.20,2886.50,2925.00,2924.95,2917.60,585735,17089.41,54848,387204,66.11
DIXON,EQ,2025-01-16,16919.65,17299.00,17300.00,16900.00,16944.45,16938.90,17066.21,171869,29331.52,38770,47253,27.49
DLF,EQ,2025-01-16,734.80,744.00,760.50,739.80,742.00,740.85,749.32,2401114,17992.03,63132,917306,38.20
DMART,EQ,2025-01-16,3568.45,3570.00,3643.30,3570.00,3604.00,3600.95,3608.84,395260,14264.29,36218,183539,46.44
HAL,EQ,2025-01-16,3822.80,3877.00,3944.60,3860.00,3925.95,3918.75,3899.82,1076967,41999.77,76459,485803,45.11
HINDALCO,EQ,2025-01-16,591.55,596.00,607.00,590.55,602.50,602.60,601.99,4959410,29854.92,108375,1906796,38.45
INDHOTEL,EQ,2025-01-16,811.40,818.85,820.85,806.90,813.00,811.45,812.70,1951897,15863.15,60593,983213,50.37
INDIGO,EQ,2025-01-16,4066.00,4090.00,4143.60,4075.25,4105.00,4111.75,4118.62,569356,23449.61,66736,397856,69.88
LT,EQ,2025-01-16,3501.40,3535.00,3543.45,3483.75,3515.00,3507.90,3513.22,2305460,80995.90,152224,1331865,57.77
MANAPPURAM,EQ,2025-01-16,180.02,181.27,186.40,181.27,183.45,183.19,183.50,6479477,11889.59,39461,2438580,37.64
MARUTI,EQ,2025-01-16,11947.40,11981.45,12134.00,11956.20,12094.00,12092.30,12066.97,551211,66514.47,170528,366361,66.46
PAYTM,EQ,2025-01-16,859.05,879.00,926.70,875.00,898.40,895.00,906.78,9116076,82662.81,264204,1445958,15.86
PGEL,EQ,2025-01-16,849.85,865.00,913.90,865.00,901.00,900.85,898.20,1695908,15232.61,77537,969218,57.15
SBIN,EQ,2025-01-16,753.70,760.40,776.70,760.40,767.00,766.30,768.15,11816079,90765.38,204032,4992233,42.25
SUZLON,EQ,2025-01-16,57.26,58.76,59.19,56.70,57.10,56.87,57.43,39797323,22854.77,147007,20787562,52.23
TRENT,EQ,2025-01-16,6390.25,6498.00,6498.00,6150.50,6230.00,6211.55,6253.01,1477566,92392.37,170584,644636,43.63
