symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-09-27,549.10,561.20,-0.0218,0.0336,,0.6305
ADANIPORTS,2013-09-27,140.60,141.05,-0.0032,0.0285,,0.5273
BEL,2013-09-27,1090.00,1104.25,-0.0130,0.0175,,0.3305
BOSCHLTD,2013-09-27,9053.65,8793.50,0.0292,0.0119,,0.2598
CUMMINSIND,2013-09-27,408.80,411.20,-0.0059,0.0149,,0.2770
DLF,2013-09-27,131.85,135.60,-0.0280,0.0490,,0.9170
HINDALCO,2013-09-27,113.90,117.05,-0.0273,0.0324,,0.6133
INDHOTEL,2013-09-27,47.70,48.95,-0.0259,0.0246,,0.4719
LT,2013-09-27,815.85,829.10,-0.0161,0.0298,,0.5579
MANAPPURAM,2013-09-27,14.70,14.70,0.0000,0.0359,,0.6649
MARUTI,2013-09-27,1366.95,1387.55,-0.0150,0.0236,,0.4432
PGEL,2013-09-27,145.60,144.65,0.0065,0.0640,,1.1864
SBIN,2013-09-27,1640.70,1676.10,-0.0213,0.0307,,0.5770
SUZLON,2013-09-27,6.55,6.60,-0.0076,0.0269,,0.4986
TRENT,2013-09-27,926.55,938.10,-0.0124,0.0108,,0.2082
