symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-09-04,462.75,452.50,0.0224,0.0198,,0.3821
ADANIPORTS,2013-09-04,123.70,121.95,0.0142,0.0387,,0.7203
BEL,2013-09-04,1189.70,1176.55,0.0111,0.0140,,0.2636
BOSCHLTD,2013-09-04,8162.90,8114.85,0.0059,0.0122,,0.2273
CUMMINSIND,2013-09-04,383.25,382.15,0.0029,0.0189,,0.3496
DLF,2013-09-04,126.55,127.30,-0.0059,0.0445,,0.8253
HINDALCO,2013-09-04,108.55,104.40,0.0390,0.0400,,0.7623
INDHOTEL,2013-09-04,44.75,44.70,0.0011,0.0270,,0.5006
LT,2013-09-04,699.00,694.40,0.0066,0.0262,,0.4872
MANAPPURAM,2013-09-04,17.10,18.00,-0.0513,0.0407,,0.7909
MARUTI,2013-09-04,1276.50,1276.05,0.0004,0.0205,,0.3802
PGEL,2013-09-04,103.45,101.65,0.0176,0.0534,,0.9935
SBIN,2013-09-04,1494.20,1475.65,0.0125,0.0191,,0.3592
SUZLON,2013-09-04,6.10,6.05,0.0082,0.0290,,0.5388
TRENT,2013-09-04,945.40,936.30,0.0097,0.0141,,0.2656
