symbol,announcement_date,announcement_timestamp,description,attachment_url,attachment_text,company_name,isin,industry,sequence_id,source
BEL,2008-01-02,2008-01-02 15:11:00,Change in Directors,-,"Bharat Electronics Ltd has informed the Exchange that ""Shri Gyanesh Kumar, Joint Secretary (Shipyards), Govt. of India, Ministry of Defence, Dept. of Defence Production has been appointed as part-time Director on the Board of Directors of the Company in place of Shri Alok Perti"".",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,,nse
BEL,2010-10-29,2010-10-29 14:18:27,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_30SEP2010_S_Q2H.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone Financial Results for the period ended September 30,2010.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,563,nse
BEL,2011-01-28,2011-01-28 14:42:51,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_31DEC2010_S_Q3.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone Financial Results for the period ended December 31,2010.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,1774,nse
BEL,2011-04-29,2011-04-29 14:47:33,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_31MAR2011_S_Q4.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone Financial Results for the period ended March 31,2011.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,2985,nse
BEL,2011-06-29,2011-06-29 15:58:36,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_31MAR2011_B_AN.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2011.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,4173,nse
BEL,2011-07-29,2011-07-29 15:20:32,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_30JUN2011_S_Q1.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone Financial Results for the period ended June 30,2011.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,4663,nse
BEL,2011-10-28,2011-10-28 18:24:50,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_30SEP2011_S_Q2H.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone Financial Results for the period ended September 30,2011.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,6121,nse
BEL,2012-01-27,2012-01-27 15:09:44,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_31DEC2011_S_Q3.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone Financial Results along with Limited Review Report for the period ended December 31,2011.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,7519,nse
BEL,2012-04-25,2012-04-25 16:19:55,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_31MAR2012_S_Q4.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone Financial Results along with Limited Review Report for the period ended March 31,2012.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,8845,nse
BEL,2012-06-21,2012-06-21 15:47:11,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_31MAR2012_B_AN.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2012.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,10280,nse
BEL,2012-07-30,2012-07-30 15:05:00,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_30JUN2012_S_Q1.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone Financial Results for the period ended June 30,2012 with Limited Review Report.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,10710,nse
BEL,2012-10-29,2012-10-29 16:53:06,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_30SEP2012_S_Q2.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended September 30,2012.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,12315,nse
BEL,2013-01-25,2013-01-25 15:14:54,Financial Result Updates,https://nsearchives.nseindia.com/corporate/BEL_31DEC2012_S_Q3.zip,"Bharat Electronics Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended December 31,2012.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,13735,nse
BEL,2013-01-25,2013-01-25 16:52:00,Dividend,-,"Bharat Electronics Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on January 25, 2013 has declared an interim dividend of Rs.6 a share for the year 2012-13. The dividend will be paid on February 22, 2013.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,486334,nse
BEL,2013-03-28,2013-03-28 14:08:00,Appointment of Director,-,"Bharat Electronics Limited has informed the Exchange that below mentioned directors have been appointed as part time non-official directors of the Company for a period of three years from March 26, 2013 (1) Lt. Gen. (Retd) Vinod Kumar Mehta, Ex-Director General of quality assurance, Ministry of Defense (2) Rear admiral (Retd) KC Sekhar, Ex-CMD GRSE Ltd (3) Mr Vikram Srivastava, Ex-Director General, CRPF & ITBP and (4) Mr SM Acharya, Ex-Secretary to Government of India.",Bharat Electronics Limited,INE263A01016,Electronics - Industrial,525639,nse
