symbol,announcement_date,announcement_timestamp,description,attachment_url,attachment_text,company_name,isin,industry,sequence_id,source
MANAPPURAM,2013-01-15,2013-01-15 15:27:00,Updates,-,"Manappuram Finance Limited has informed the Exchange that the Board of Directors of the company in their meeting held on 10.01.2013, reappointed Mr. V.P. Nandakumar, Managing Director & Chief Executive Officer of the company, for a further period of 5 years with effect from 29.07.2012. (Source MSE)",Manappuram Finance Limited,INE522D01027,Finance,,nse
MANAPPURAM,2013-01-31,2013-01-31 18:36:00,Postal Ballot Updates,-,"Manappuram Finance Limited has informed the Exchange that as decided by the Board of Directors of the Company at their meeting held on 10th January 2013, the Company is seeking the consent of the shareholders for two resolutions viz. (i) re-appointment of Shri. V.P. Nandakumar, Managing Director and CEO and (ii) under section 293 (1) (a) of the Companies act, 1956. The Company has further informed that, the cut-off date for determining the shareholders to whom the Postal Ballot notice have to be sent in this connection is fixed to be on 8th February 2013. (Source MSE)",Manappuram Finance Limited,INE522D01027,Finance,493234,nse
MANAPPURAM,2013-02-01,2013-02-01 18:00:00,Resignation of Director,-,"Manappuram Finance Limited has informed the Exchange that Mr. Sudhindar Krishan Khanna, Nominee of Hudson Equity Holdings Limited, has resigned from the Board vide his letter dated 18th January, 2013, pending consideration by the Board. (Source MSE)",Manappuram Finance Limited,INE522D01027,Finance,494219,nse
MANAPPURAM,2013-02-11,2013-02-11 12:24:00,Resignation of Director,-,"Manappuram Finance Limited has informed the Exchange that their Director,   Mr. M. Anandan,  who was the Chairman of the Audit Committee, has resigned from the Board vide his letter dated 20th January, 2013, (Source MSE)",Manappuram Finance Limited,INE522D01027,Finance,499668,nse
MANAPPURAM,2013-02-21,2013-02-21 11:12:00,Appointment of Director,-,Manappuram Finance Limited has informed the Exchange that the Board of Directors at the meeting held on 6th February 2013 appointed Mr. Rajiven V.R as an additional Director. (Source MSE),Manappuram Finance Limited,INE522D01027,Finance,505778,nse
MANAPPURAM,2013-03-08,2013-03-08 15:40:00,Postal Ballot Updates,https://nsearchives.nseindia.com/corporate/ManappuramFin_PB_08032013.zip,Manappuram Finance Limited has submitted to the Exchange a copy of the Notice of Postal Ballot sent to the shareholders. The Company has further informed the Exchange  that the Company is offering E- Voting facility to its members to enable them to cast their vote electronically instead of dispatching postal ballot and the procedure for the same. (Source MSE),Manappuram Finance Limited,INE522D01027,Finance,514655,nse
MANAPPURAM,2013-03-13,2013-03-13 18:04:00,Postal Ballot Updates,https://nsearchives.nseindia.com/corporate/ManappuramFinance_PB_12032013.zip,Manappuram Finance Limited has submitted to the Exchange  a copy of the 'Calendar of Events' of  the Postal Ballot Process. (Source MSE),Manappuram Finance Limited,INE522D01027,Finance,517268,nse
MANAPPURAM,2013-03-13,2013-03-13 19:32:00,Dividend,-,Manappuram Finance Limited has informed the Exchange that the Board of Directors in their meeting held on 13th March 2013 declared an Interim Dividend @ Rs. 1.50 per share for the year 2012-13. (Source MSE),Manappuram Finance Limited,INE522D01027,Finance,517286,nse
MANAPPURAM,2013-03-14,2013-03-14 12:44:00,Record Date,-,Manappuram Finance Limited has informed the Exchange that the Record date for the purpose of payment of interim dividend shall be 25th March 2013 and dividend will be paid or dispatch on or before 8th April 2013. (Source MSE),Manappuram Finance Limited,INE522D01027,Finance,518011,nse
MANAPPURAM,2013-03-19,2013-03-19 19:04:00,Resignation of Director,-,"Manappuram Finance Limited has informed the Exchange that Mr. A.R. Sankaranarayanan, Director, who was the Chairman of the Remuneration Committee, has resigned from the Board vide his email dated 14th March 2013. (Source MSE)",Manappuram Finance Limited,INE522D01027,Finance,520458,nse
