symbol,announcement_date,announcement_timestamp,description,attachment_url,attachment_text,company_name,isin,industry,sequence_id,source
TRENT,2010-10-27,2010-10-27 14:40:53,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_30SEP2010_S_Q2H.zip,"Trent Limited has submitted to the Exchange the Standalone Financial Results for the period ended September 30,2010.",Trent Limited,INE849A01012,Miscellaneous,367,nse
TRENT,2011-01-25,2011-01-25 18:35:04,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_31DEC2010_S_Q3.zip,"Trent Limited has submitted to the Exchange the Standalone Financial Results for the period ended December 31,2010.",Trent Limited,INE849A01012,Miscellaneous,1660,nse
TRENT,2011-05-25,2011-05-25 18:38:32,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_31MAR2011_B_AN.zip,"Trent Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2011.",Trent Limited,INE849A01012,Miscellaneous,3702,nse
TRENT,2011-07-27,2011-07-27 13:55:10,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_30JUN2011_S_Q1.zip,"Trent Limited has submitted to the Exchange the Standalone Financial Results for the period ended June 30,2011.",Trent Limited,INE849A01012,Miscellaneous,4491,nse
TRENT,2011-11-02,2011-11-02 15:52:50,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_30SEP2011_S_Q2H.zip,"Trent Limited has submitted to the Exchange the Standalone Financial Results for the period ended September 30,2011.",Trent Limited,INE849A01012,Miscellaneous,6280,nse
TRENT,2012-02-06,2012-02-06 15:51:52,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_31DEC2011_S_Q3.zip,"Trent Limited has submitted to the Exchange the Standalone Financial Results along with Limited Review Report for the period ended December 31,2011.",Trent Limited,INE849A01012,Miscellaneous,7889,nse
TRENT,2012-05-28,2012-05-28 16:05:55,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_31MAR2012_B_Q4A.zip,"Trent Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2012.",Trent Limited,INE849A01012,Miscellaneous,9838,nse
TRENT,2012-07-27,2012-07-27 13:41:17,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_30JUN2012_S_Q1.zip,"Trent Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended June 30,2012.",Trent Limited,INE849A01012,Miscellaneous,10600,nse
TRENT,2012-10-25,2012-10-25 17:27:31,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_30SEP2012_S_Q2.zip,"Trent Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended September 30,2012.",Trent Limited,INE849A01012,Miscellaneous,12215,nse
TRENT,2012-12-07,2012-12-07 09:58:00,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/TRENT_TataSons02_07122012.zip,"Tata Sons Limited has submitted to the Exchange vide letter dated December 06, 2012 a copy of disclosure under Regulation 10(6) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011.",Trent Limited,INE849A01012,Miscellaneous,,nse
TRENT,2013-01-31,2013-01-31 17:22:29,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_31DEC2012_S_Q3.zip,"Trent Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended December 31, 2012.",Trent Limited,INE849A01012,Miscellaneous,13952,nse
TRENT,2013-02-19,2013-02-19 10:44:00,Outcome of Board Meeting,-,"Trent Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on February 18, 2013, have approved to purchase from TVS Shriram Growth Fund I (""the Fund"") its entire shareholding of 18,25,074 Equity Shares of Rs. 10/- each of Landmark Ltd., a subsidiary of the Company for a consideration of Rs. 84 crores. Further, it has been agreed between the parties that the Fund would retain an option to invest in a minority stake in Westland Limited (also a subsidiary of the Company) at a future date. The Company would continue to pursue the build out of the Landmark format, increasingly focusing on family entertainment categories and seek to integrate these operations with the Westside business. This is aimed at realizing cost and other operating synergies.",Trent Limited,INE849A01012,Miscellaneous,504322,nse
TRENT,2013-03-04,2013-03-04 11:52:00,Amalgamation/Merger,-,"Trent Limited has informed the Exchange that the Board of Directors of the Company at its meeting to be held on March 04, 2013 will consider a Scheme of Merger of the following Wholly Owned Subsidiaries with the Company subject to all requisite approvals and sanctions: (1). Landmark Limited.(2). Fiora Link Road Properties Limited, and (3).Trexa ADMC Private Limited.",Trent Limited,INE849A01012,Miscellaneous,511494,nse
TRENT,2013-03-05,2013-03-05 12:00:00,Scheme of Arrangement,-,"Trent Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on March 04, 2013, has approved the Scheme of Amalgamation and Arrangement ('The Scheme') between Landmark Limited ('Landmark'), Fiora Link Road Properties Limited ('Fiora') and Trexa ADMC Private Limited ('Trexa') with the Company under the applicable provisions of the Companies Act, 1956, after considering the recommendation of the Audit Committee. The Appointed Date for the merger shall be April 01, 2013. The entire paid-up equity share capital of Landmark, Fiora and Trexa is wholly owned by the Company, either directly or indirectly through its wholly owned subsidiary, hence, no shares of the Company will be issued and allotted pursuant to the proposed Scheme. The Scheme is approved by the Board of Directors subject to the requisite approval of the members and/ or creditors as may be directed by the High Court of Judicature at Bombay and subject to all such requisite approvals from the relevant regulatory authorities and sanction of the High Court of Judicature at Bombay.",Trent Limited,INE849A01012,Miscellaneous,512328,nse
TRENT,2013-05-09,2013-05-09 20:48:00,Credit Rating,https://nsearchives.nseindia.com/corporate/Trent_Cr_09052013_05092013191602_2.zip,"Trent Limited has informed the Exchange vide letter dated May 09, 2013  regarding ""Reaffirmation of Credit Ratings"".",Trent Limited,INE849A01012,Miscellaneous,548602,nse
TRENT,2013-05-29,2013-05-29 13:52:31,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_31MAR2013_B_Q4A.zip,"Trent Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2013.",Trent Limited,INE849A01012,Miscellaneous,16049,nse
TRENT,2013-05-29,2013-05-29 18:16:00,Dividend,-,"Trent Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on May 29, 2013 has Recommended payment of dividend @ 70% i.e. Rs. 7/- per Equity Share of Rs. 10/- each on 3,32,31,544 Equity Shares, for approval by the shareholders.",Trent Limited,INE849A01012,Miscellaneous,562873,nse
TRENT,2013-05-29,2013-05-29 18:16:00,Outcome of Board Meeting,-,"Trent Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on May 29, 2013 has approved payment of interim dividend on the 70,000 unlisted Cumulative Redeemable Preference Shares of Rs. 1000/- each @ 0.1% p.a. for the period April 01, 2012 and upto the date of redemption i.e. June 01, 2013.",Trent Limited,INE849A01012,Miscellaneous,562874,nse
TRENT,2013-05-29,2013-05-29 18:16:00,AGM/Book Closure,-,"Trent Limited has informed the Exchange that the Company has fixed Book Closure from July 17, 2013 to July 19, 2013 for the purpose of Annual General Meeting scheduled to be held on August 02, 2013 and Payment of Dividend on Equity shares.",Trent Limited,INE849A01012,Miscellaneous,562876,nse
TRENT,2013-05-29,2013-05-29 18:16:00,Date of payment of dividend,-,"Trent Limited has informed the Exchange that If the dividend on equity shares, as recommended by the Board of Directors, is passed at the forthcoming Annual General Meeting, such dividend will be paid on or after August 06, 2013.",Trent Limited,INE849A01012,Miscellaneous,562877,nse
TRENT,2013-07-30,2013-07-30 16:11:15,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_30JUN2013_S_Q1.zip,"Trent Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended June 30,2013.",Trent Limited,INE849A01012,Miscellaneous,16942,nse
TRENT,2013-08-05,2013-08-05 09:28:00,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/Trentltd_Outcomeagm_05082013_08052013092802_2.zip,"Trent Limited has informed the Exchange regarding a outcome of Annual General Meeting of the Company held on August 02, 2013.",Trent Limited,INE849A01012,Miscellaneous,608491,nse
TRENT,2013-08-05,2013-08-05 09:48:00,Disclosure of Voting Pattern - Clause 35A,https://nsearchives.nseindia.com/corporate/TRENTLTD_disc35A_05082013_08052013094802_1.zip,"Trent Limited has informed the Exchange regarding the details of Voting results at the Annual General Meeting of the Company held on August 02, 2013, under Clause 35A.",Trent Limited,INE849A01012,Miscellaneous,608496,nse
TRENT,2013-08-13,2013-08-13 11:24:00,Postal Ballot Updates,https://nsearchives.nseindia.com/corporate/Trent_Ltd_090813_08132013112401_1.zip,"Trent Limited has submitted to the Exchange a copy of the postal ballot notice pursuant to Section 192A of the Companies Act, 1956, read with the Companies (Passing of the Resolutions by Postal Ballot) Rules, 2011",Trent Limited,INE849A01012,Miscellaneous,614446,nse
TRENT,2013-09-16,2013-09-16 11:04:00,Postal Ballot Updates,https://nsearchives.nseindia.com/corporate/TRENT_resultpb_09162013110402_2.zip,"Trent Limited has informed the Exchange vide letter dated September 13, 2013 regarding Result of the Postal Result along with Clause 35A of the Listing Agreement.",Trent Limited,INE849A01012,Miscellaneous,637831,nse
TRENT,2013-09-18,2013-09-18 14:16:00,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/TRENTLTD_09182013141602_1.zip,"First State investment Management (UK) Limited has submitted to the Exchange, vide letter dated September 17, 2013 a copy of Disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011.",Trent Limited,INE849A01012,Miscellaneous,640664,nse
TRENT,2013-09-19,2013-09-19 16:12:00,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/trent_09192013161201_1.zip,"Arisaig India Fund Limited has submitted to the Exchange vide letter dated September 17, 2013 a copy of disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011.",Trent Limited,INE849A01012,Miscellaneous,641753,nse
TRENT,2013-10-30,2013-10-30 19:27:02,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_30sep2013_S.zip,Trent Limited has submitted to the exchange the standalone financial results for the period ended 30-sep-2013.,Trent Limited,INE849A01012,Miscellaneous,18551,nse
TRENT,2013-12-17,2013-12-17 17:04:00,Press Release,https://nsearchives.nseindia.com/corporate/trent_12172013170402_3.zip,"Trent Limited has informed the Exchange regarding a press release dated December 17, 2013, titled, ""Application by Tesco to the FIPB"".",Trent Limited,INE849A01012,Miscellaneous,720623,nse
TRENT,2014-01-03,2014-01-03 16:24:00,Credit Rating,https://nsearchives.nseindia.com/corporate/Trent_Ltd_030114_01032014162401_1.zip,"Trent Limited has informed the Exchange vide letter dated January 03, 2014 regarding ""Reaffirmation of Credit Ratings"".",Trent Limited,INE849A01012,Miscellaneous,737777,nse
TRENT,2014-01-30,2014-01-30 15:55:02,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_31dec2013_S_01302014155502_.zip,Trent Limited has submitted to the exchange the standalone financial results for the period ended 31-dec-2013.,Trent Limited,INE849A01012,Miscellaneous,19963,nse
TRENT,2014-03-21,2014-03-21 18:20:00,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/trent_03212014182002_2.zip,"Trent Limited has informed the Exchange vide letter dated March 21, 2014 regarding Outcome of the Meeting",Trent Limited,INE849A01012,Miscellaneous,829989,nse
TRENT,2014-03-31,2014-03-31 09:52:00,Updates,https://nsearchives.nseindia.com/corporate/TRENT_29032014_03312014095202_2.zip,"Trent Limited has informed the Exchange that The Hon'ble High Court of Judicature at Bombay has approved the Scheme of Amalgamation and Arrangement between Landmark Limited, Fiora Link Road Properties Limited and Trexa ADMC Private Limited with Trent Limited (""the Company"") and their respective Shareholders and Creditors (""the Scheme""). As mentioned in the Scheme, the Company would now proceed to seek the other regulatory approvals and the Scheme will be effective on getting the last of such approval.",Trent Limited,INE849A01012,Miscellaneous,841183,nse
TRENT,2014-03-31,2014-03-31 10:52:00,Updates,-,"Trent Limited has informed the Exchange that in compliance with the Tata Policy on retirement of Directors, Mr. F. K. Kavarana who has been the Chairman of the Company since 2006 has stepped down from the Board of Directors of the Company w.e.f. March 30, 2014. Mr. N. N. Tata Vice Chairman, has taken over as the Chairman of the Board of Directors w.e.f. March 31, 2014.",Trent Limited,INE849A01012,Miscellaneous,842262,nse
TRENT,2014-04-01,2014-04-01 19:32:00,Appointment of Director,-,"Trent Limited has informed the Exchange that the Board of Directors have appointed Mr. Harish R. Bhat as an Additional Director (Non-Executive Non-Independent) of the Company with effect from April 01, 2014",Trent Limited,INE849A01012,Miscellaneous,843623,nse
TRENT,2014-04-02,2014-04-02 15:08:00,Discl. under SEBI Insider Trading and Takeover Regulation,https://nsearchives.nseindia.com/corporate/trentltd_01042014_02042014150704.zip,"Trent Limited has submitted to the Exchange vide letter dated March 29, 2014 a copy of disclosure under Regulation 29(1) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 along with a copy of disclosure under Regulation 13(1) and 13(6) of SEBI (Prohibition of Insider Trading) Regulations, 1992.",Trent Limited,INE849A01012,Miscellaneous,844647,nse
TRENT,2014-04-10,2014-04-10 17:32:00,Outcome of Board Meeting,-,"Trent Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on April 10, 2014, reappointed Mr. Philip Auld as the Chief Executive Officer and Manager of the Company for the period of three years with effect from May 1, 2014, subject to necessary approvals.",Trent Limited,INE849A01012,Miscellaneous,856501,nse
TRENT,2014-04-25,2014-04-25 10:40:00,Updates,-,"Trent Limited has informed the Exchange that the Company has received all the other regulatory approvals, pursuant to which the Scheme of Amalgamation and Arrangement between Landmark Limited, Fiora Link Road Properties Limited and Trexa ADMC Private Limited with Trent Limited, has become effective.",Trent Limited,INE849A01012,Miscellaneous,874413,nse
TRENT,2014-05-28,2014-05-28 13:59:02,Financial Result Updates,https://nsearchives.nseindia.com/corporate/TRENT_31Mar14_B_05282014135901_.zip,Trent Limited has submitted to the exchange the standalone & consolidated financial results for the period ended 31-Mar-2014.,Trent Limited,INE849A01012,Miscellaneous,22047,nse
TRENT,2014-05-29,2014-05-29 16:32:00,Dividend,-,"Trent Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on May 28, 2014 has recommended payment of dividend @ 70% i.e. Rs. 7/- per Equity Share of Rs. 10/- each on 3,32,31,544 Equity Shares, for approval by the shareholders.",Trent Limited,INE849A01012,Miscellaneous,929518,nse
TRENT,2014-06-04,2014-06-04 13:44:00,Updates,-,"Trent Ltd has informed the Exchange that : ""This is further to the earlier announcement dated 21st March 2014 regarding an investment by Tesco  PLC, UK in Trent Hypermarket Limited ( THL ), a wholly owned subsidiary of Trent Limited (""the Company""). As envisaged by the definitive agreements executed earlier, Tesco, through a wholly owned subsidiary, has concluded its purchase of part of the equity shares held by the Company in THL and subscribed for additional THL equity shares. Consequently, the Company and Tesco will each hold a 50% stake in THL.""",Trent Limited,INE849A01012,Miscellaneous,938906,nse
TRENT,2014-07-02,2014-07-02 14:00:00,AGM/Book Closure,-,"Trent Limited has informed the Exchange that the Company has fixed Book Closure from August 6, 2014 to August 8, 2014 for the purpose of AGM and Dividend",Trent Limited,INE849A01012,Miscellaneous,984019,nse
